"Time (s)","Illuminance (lx)"
3.837777600E-2,3.888270264E3
1.050216820E-1,3.819825195E3
1.716803800E-1,3.878685059E3
2.383524640E-1,3.878685059E3
3.050075680E-1,3.878685059E3
3.716918390E-1,4.039470215E3
4.383445470E-1,4.653112793E3
5.050060050E-1,4.871880371E3
5.716704850E-1,5.280997559E3
6.383638180E-1,5.842665039E3
7.049995990E-1,5.953297852E3
7.716662660E-1,6.014520020E3
8.383368390E-1,6.016410156E3
9.049991820E-1,6.016410156E3
9.716830890E-1,6.016410156E3
1.038360016E0,5.991030273E3
1.105002047E0,5.928997559E3
1.171657985E0,5.921977539E3
1.238333089E0,5.921977539E3
1.304998297E0,5.928997559E3
1.371674807E0,1.160723340E4
1.438327151E0,1.397337793E4
1.504995276E0,3.400940234E4
1.571661422E0,3.517951562E4
1.638351214E0,5.000001953E4
1.704985849E0,5.000001953E4
1.771652047E0,5.000001953E4
1.838324599E0,5.000001953E4
1.904986839E0,5.000001953E4
1.971669339E0,5.000001953E4
2.038353714E0,5.000001953E4
2.104989755E0,5.000001953E4
2.171646943E0,3.028738672E4
2.238321943E0,2.668484375E4
2.304989026E0,2.366907812E4
2.371669964E0,1.718381250E4
2.438354599E0,1.190274805E4
2.504986943E0,1.001619043E4
2.571644964E0,1.001619043E4
2.638311214E0,1.001619043E4
2.704979964E0,1.397337793E4
2.771665068E0,1.397337793E4
2.838315380E0,1.397337793E4
2.904980849E0,1.111131055E4
2.971640693E0,7.898107910E3
3.038341839E0,7.887442871E3
3.105009339E0,7.348185059E3
3.171638401E0,7.101270508E3
3.238312776E0,6.613245117E3
3.304986630E0,6.223230469E3
3.371652932E0,6.015127930E3
3.438335641E0,6.005542969E3
3.504982047E0,6.005542969E3
3.571638505E0,6.005542969E3
3.638332360E0,5.684647949E3
3.704972776E0,5.530072754E3
3.771654443E0,5.407020020E3
3.838303297E0,5.096587891E3
3.904969964E0,4.975492676E3
3.971630172E0,4.788247559E3
4.038321422E0,4.788247559E3
4.104967568E0,4.467825195E3
4.171628297E0,4.462492676E3
4.238300849E0,4.462492676E3
4.304966943E0,4.462492676E3
4.371624964E0,4.450545410E3
4.438331682E0,4.418955078E3
4.505037776E0,4.362930176E3
4.571624443E0,3.616447754E3
4.638295693E0,3.229200195E3
4.704963610E0,3.101490234E3
4.771648922E0,2.957175049E3
4.838360797E0,2.846475098E3
4.904960172E0,2.734965088E3
4.971620068E0,2.648160156E3
5.038308505E0,2.567565186E3
5.104960276E0,2.399354980E3
5.171643610E0,2.337727539E3
5.238294130E0,2.319637695E3
5.304966110E0,2.319637695E3
5.371615797E0,2.319637695E3
5.438309130E0,2.325780029E3
5.504961266E0,2.344140137E3
5.571617360E0,2.362702637E3
5.638285380E0,2.369520020E3
5.704957151E0,2.383560059E3
5.771633505E0,2.416229980E3
5.838326943E0,2.436479980E3
5.904950276E0,2.455447510E3
5.971610589E0,2.495947510E3
6.038284339E0,2.622577637E3
6.104949130E0,2.696355225E3
6.171627099E0,2.725987549E3
6.238276005E0,2.853967529E3
6.304945276E0,2.897842529E3
6.371606110E0,2.937127686E3
6.438312776E0,3.003210205E3
6.504951266E0,3.081240234E3
6.571605797E0,3.095550049E3
6.638277880E0,3.124710205E3
6.704945589E0,3.169530029E3
6.771620016E0,3.212392578E3
6.838306005E0,3.277800049E3
6.904947047E0,3.346245117E3
6.971598922E0,3.442027588E3
7.038271839E0,3.473550049E3
7.104940276E0,3.485295166E3
7.171633922E0,3.539430176E3
7.238310797E0,3.574597656E3
7.304940380E0,3.594645264E3
7.371605589E0,3.598965088E3
7.438273610E0,3.611722656E3
7.504942568E0,3.613207764E3
7.571616839E0,3.613207764E3
7.638268297E0,3.687660156E3
7.704929339E0,3.694680176E3
7.771589755E0,3.694680176E3
7.838298505E0,3.687660156E3
7.904932776E0,3.647970215E3
7.971604755E0,3.638790039E3
8.038272360E0,3.488062744E3
8.104925172E0,3.408952637E3
8.171607360E0,3.408952637E3
8.238274130E0,3.408952637E3
8.304922360E0,3.436492676E3
8.371583818E0,3.582697754E3
8.438272776E0,3.582697754E3
8.504944547E0,3.582697754E3
8.571609547E0,3.487657715E3
8.638255797E0,3.387420166E3
8.704918297E0,3.243037598E3
8.771579130E0,3.213000244E3
8.838292932E0,3.171015137E3
8.904954339E0,3.167572510E3
8.971581526E0,3.167572510E3
9.038252568E0,3.167572510E3
9.104920693E0,3.326197754E3
9.171571630E0,3.456067627E3
9.238270172E0,3.502575195E3
9.304947620E0,3.583170166E3
9.371573297E0,3.583170166E3
9.438240068E0,3.583170166E3
9.504915797E0,3.568252686E3
9.571592568E0,3.550972656E3
9.638260901E0,3.501292725E3
9.704914651E0,3.379522705E3
9.771567672E0,3.130042725E3
9.838250485E0,3.130042725E3
9.904930589E0,3.117487549E3
9.971578610E0,3.117487549E3
1.003824371E1,3.117487549E3
1.010490543E1,3.013672607E3
1.017156299E1,2.917485107E3
1.023825226E1,2.917485107E3
