"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.783872947E1,5.237715561E1,4.878084000E0,2.118746500E1,0.000000000E0,0.000000000E0,3.476829910E1,1.358406258E1
2.883535733E1,5.237715583E1,4.878082600E0,2.123812368E1,0.000000000E0,0.000000000E0,3.376240921E1,1.329719353E1
2.983526499E1,5.237715582E1,4.878082630E0,2.123787954E1,0.000000000E0,0.000000000E0,3.587563324E1,1.317481136E1
3.083399483E1,5.237715419E1,4.878074630E0,2.215938139E1,0.000000000E0,0.000000000E0,3.320554352E1,1.228625965E1
3.183583556E1,5.237716605E1,4.878060690E0,2.157046178E1,0.000000000E0,0.000000000E0,1.606684685E1,1.154001713E1
3.283587572E1,5.237716601E1,4.878060810E0,2.157003454E1,0.000000000E0,0.000000000E0,1.609573746E1,1.102390480E1
3.383573421E1,5.237716675E1,4.878061330E0,2.191927905E1,0.000000000E0,0.000000000E0,1.807446098E1,1.170237923E1
3.483565358E1,5.237716622E1,4.878058030E0,2.230208889E1,0.000000000E0,0.000000000E0,2.070821381E1,1.257322216E1
3.583799525E1,5.237716633E1,4.878057890E0,2.228817295E1,0.000000000E0,0.000000000E0,2.269589043E1,1.275384808E1
3.684204868E1,5.237716635E1,4.878057830E0,2.228737948E1,0.000000000E0,0.000000000E0,2.346022987E1,1.222081757E1
3.783499535E1,5.237716642E1,4.878057810E0,2.227529461E1,0.000000000E0,0.000000000E0,2.729159355E1,1.312835503E1
3.883551400E1,5.237716719E1,4.878059150E0,2.216537216E1,0.000000000E0,0.000000000E0,2.864699364E1,1.296522999E1
3.983508571E1,5.237716620E1,4.878057410E0,2.239480090E1,0.000000000E0,0.000000000E0,2.813183403E1,1.239812565E1
4.083632868E1,5.237716624E1,4.878057240E0,2.240072127E1,0.000000000E0,0.000000000E0,2.793721199E1,1.146453667E1
4.183633019E1,5.237716629E1,4.878057160E0,2.239461778E1,0.000000000E0,0.000000000E0,2.713690758E1,1.108864689E1
4.283710832E1,5.237716623E1,4.878056550E0,2.245717838E1,0.000000000E0,0.000000000E0,2.618545151E1,1.028462505E1
4.383577321E1,5.237716631E1,4.878056430E0,2.244973213E1,0.000000000E0,0.000000000E0,2.565117264E1,9.751327515E0
4.483583384E1,5.237716636E1,4.878056390E0,2.244021069E1,0.000000000E0,0.000000000E0,2.563190842E1,9.309740067E0
4.583518108E1,5.237716658E1,4.878056480E0,2.253206896E1,0.000000000E0,0.000000000E0,2.529895782E1,8.984389305E0
4.683520686E1,5.237716637E1,4.878055950E0,2.262514697E1,0.000000000E0,0.000000000E0,2.828950310E1,1.023993969E1
4.783582889E1,5.237716606E1,4.878056340E0,2.258706083E1,0.000000000E0,0.000000000E0,3.098196602E1,1.085961437E1
4.883675764E1,5.237716605E1,4.878056290E0,2.259255395E1,0.000000000E0,0.000000000E0,3.383370972E1,1.131501389E1
4.983759816E1,5.237716607E1,4.878056180E0,2.260177022E1,0.000000000E0,0.000000000E0,3.706067276E1,1.180807114E1
5.083428696E1,5.237716606E1,4.878055570E0,2.255465071E1,0.000000000E0,0.000000000E0,3.685943604E1,1.142592621E1
5.184270415E1,5.237717347E1,4.878055330E0,2.200424597E1,0.000000000E0,0.000000000E0,1.551782703E1,1.049440765E1
5.283591790E1,5.237717325E1,4.878055670E0,2.197012721E1,0.000000000E0,0.000000000E0,1.609252167E1,1.059405804E1
5.383679691E1,5.237717324E1,4.878055660E0,2.197403344E1,0.000000000E0,0.000000000E0,1.619861603E1,1.031766319E1
5.483476743E1,5.237717321E1,4.878055670E0,2.198080831E1,0.000000000E0,0.000000000E0,1.792452431E1,1.091419506E1
5.583443659E1,5.237717324E1,4.878055630E0,2.197671897E1,0.000000000E0,0.000000000E0,1.880495071E1,1.078898621E1
5.683576873E1,5.237717317E1,4.878055720E0,2.195444109E1,0.000000000E0,0.000000000E0,2.033874893E1,1.115659428E1
5.784262477E1,5.237717426E1,4.878053360E0,2.141812534E1,0.000000000E0,0.000000000E0,2.119013596E1,1.102700806E1
5.883571607E1,5.237717428E1,4.878053410E0,2.140774942E1,0.000000000E0,0.000000000E0,2.409609222E1,1.172113037E1
5.983616383E1,5.237717426E1,4.878053410E0,2.141165564E1,0.000000000E0,0.000000000E0,2.584281731E1,1.176940918E1
6.083568539E1,5.237717435E1,4.878053250E0,2.141794229E1,0.000000000E0,0.000000000E0,2.784862518E1,1.193936634E1
6.183521123E1,5.237717438E1,4.878053210E0,2.141458538E1,0.000000000E0,0.000000000E0,2.947412109E1,1.188289833E1
6.283632800E1,5.237717391E1,4.878050470E0,2.168808166E1,0.000000000E0,0.000000000E0,3.006295395E1,1.155637741E1
6.383627998E1,5.237717391E1,4.878050450E0,2.169381895E1,0.000000000E0,0.000000000E0,2.988624191E1,1.091296577E1
6.483615685E1,5.237717392E1,4.878050380E0,2.170413387E1,0.000000000E0,0.000000000E0,3.222949982E1,1.110002613E1
6.583619305E1,5.237717394E1,4.878050340E0,2.170175350E1,0.000000000E0,0.000000000E0,3.430659103E1,1.128137016E1
