"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.117221100E-1,5.237724020E1,4.877699200E0,1.838910941E0,0.000000000E0,0.000000000E0,1.484599972E1,1.000000000E0
2.029672211E1,5.237728110E1,4.877711200E0,1.838975543E0,0.000000000E0,0.000000000E0,1.421700001E1,1.000000000E0
3.211138842E1,5.237726767E1,4.877683270E0,8.049450647E0,0.000000000E0,0.000000000E0,2.831081009E1,1.998250198E1
3.311300947E1,5.237727003E1,4.877680710E0,3.574110688E0,0.000000000E0,0.000000000E0,2.030661201E1,1.400017929E1
3.411303452E1,5.237726830E1,4.877695860E0,7.438374864E0,0.000000000E0,0.000000000E0,1.713594818E1,1.171466923E1
3.511172696E1,5.237726513E1,4.877688340E0,7.981700990E0,0.000000000E0,0.000000000E0,1.382298756E1,9.354676247E0
3.611280733E1,5.237726736E1,4.877649650E0,8.562675307E0,0.000000000E0,0.000000000E0,1.299916744E1,8.629734039E0
3.711125530E1,5.237725976E1,4.877652170E0,9.570112351E0,0.000000000E0,0.000000000E0,1.245968533E1,8.357980728E0
3.811159176E1,5.237726164E1,4.877670020E0,9.311275273E0,0.000000000E0,0.000000000E0,1.084752560E1,7.384966850E0
3.911299884E1,5.237726960E1,4.877679280E0,7.881299193E0,0.000000000E0,0.000000000E0,9.317097664E0,6.430832386E0
4.011163254E1,5.237727458E1,4.877676480E0,8.731280169E0,0.000000000E0,0.000000000E0,8.948140144E0,6.230569839E0
4.111559113E1,5.237727704E1,4.877666530E0,9.321487815E0,0.000000000E0,0.000000000E0,8.455087662E0,5.960579395E0
4.211172347E1,5.237729757E1,4.877708190E0,7.324592704E0,0.000000000E0,0.000000000E0,5.873791218E0,4.869443893E0
4.311214009E1,5.237729785E1,4.877708650E0,7.300911725E0,0.000000000E0,0.000000000E0,6.126500607E0,5.024462223E0
4.411089743E1,5.237729782E1,4.877708720E0,7.300850689E0,0.000000000E0,0.000000000E0,6.747433186E0,5.271593571E0
4.511177467E1,5.237729784E1,4.877708780E0,7.319710615E0,0.000000000E0,0.000000000E0,7.017594337E0,5.347739697E0
4.611390670E1,5.237729766E1,4.877708730E0,7.342232305E0,0.000000000E0,0.000000000E0,8.143753052E0,6.145058632E0
4.711211785E1,5.237729767E1,4.877708980E0,7.343025921E0,0.000000000E0,0.000000000E0,9.482766151E0,6.989171982E0
4.811206363E1,5.237729777E1,4.877708960E0,7.327767261E0,0.000000000E0,0.000000000E0,9.919826508E0,6.896291733E0
4.911063446E1,5.237729789E1,4.877709030E0,7.303597549E0,0.000000000E0,0.000000000E0,1.148252392E1,7.327442646E0
5.011121420E1,5.237729781E1,4.877709390E0,7.290658193E0,0.000000000E0,0.000000000E0,1.269358253E1,8.218184471E0
5.111072373E1,5.237729818E1,4.877708840E0,7.318490426E0,0.000000000E0,0.000000000E0,1.199107838E1,7.899006367E0
5.211100534E1,5.237729872E1,4.877706270E0,7.590462350E0,0.000000000E0,0.000000000E0,1.248549366E1,8.317832947E0
5.311129519E1,5.237729877E1,4.877706210E0,7.634102522E0,0.000000000E0,0.000000000E0,1.215839767E1,8.222849846E0
5.411119201E1,5.237729939E1,4.877704530E0,7.623421267E0,0.000000000E0,0.000000000E0,1.185207462E1,8.108742714E0
5.511098112E1,5.237729855E1,4.877690490E0,8.275023255E0,0.000000000E0,0.000000000E0,1.084917450E1,7.611711025E0
5.611024899E1,5.237729868E1,4.877691170E0,8.262755767E0,0.000000000E0,0.000000000E0,1.035344601E1,7.277893066E0
5.642989660E1,5.237763830E1,4.877960700E0,1.639626877E0,0.000000000E0,0.000000000E0,1.314500046E1,1.000000000E0
5.846058602E1,5.237732697E1,4.877729750E0,5.464295094E0,0.000000000E0,0.000000000E0,1.552426815E1,2.836292648E1
