"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.445896700E-2,-6.375719833E1,-2.259440041E1,-6.026799679E0
1.044589670E-1,-6.335459900E1,-2.272859955E1,-6.295199871E0
1.144589670E-1,-6.339119720E1,-2.272859955E1,-6.209799767E0
1.244589670E-1,-6.348880005E1,-2.274079895E1,-6.087800026E0
1.344589670E-1,-6.346439743E1,-2.274079895E1,-6.051199913E0
1.444589670E-1,-6.351319885E1,-2.269199944E1,-5.977999687E0
1.544589670E-1,-6.357419968E1,-2.269199944E1,-5.880399704E0
1.644589670E-1,-6.364739990E1,-2.269199944E1,-5.831599712E0
1.744589670E-1,-6.368399811E1,-2.271640015E1,-5.648600101E0
1.844589670E-1,-6.381819916E1,-2.267980003E1,-5.392399788E0
1.944589670E-1,-6.384259796E1,-2.267980003E1,-5.282599926E0
2.044589670E-1,-6.383039856E1,-2.265539932E1,-5.062999725E0
2.144589670E-1,-6.384259796E1,-2.260659981E1,-4.757999897E0
2.244589670E-1,-6.383039856E1,-2.261879921E1,-4.550600052E0
2.344589670E-1,-6.381819916E1,-2.256999969E1,-4.306600094E0
2.444589670E-1,-6.374499893E1,-2.253339958E1,-3.964999914E0
2.544589670E-1,-6.373279953E1,-2.228940010E1,-4.001599789E0
2.644589670E-1,-6.370839691E1,-2.227719879E1,-3.781999826E0
2.744589670E-1,-6.373279953E1,-2.225279999E1,-3.428200006E0
2.844589670E-1,-6.372060013E1,-2.221619987E1,-3.269599915E0
2.944589670E-1,-6.375719833E1,-2.220400047E1,-3.086599827E0
3.044589670E-1,-6.375719833E1,-2.215519905E1,-2.830399990E0
3.144589670E-1,-6.372060013E1,-2.220400047E1,-2.635200024E0
3.244589670E-1,-6.367179871E1,-2.221619987E1,-2.500999928E0
3.344589670E-1,-6.364739990E1,-2.242359924E1,-2.086199999E0
3.444589670E-1,-6.364739990E1,-2.243579865E1,-1.805599928E0
3.544589670E-1,-6.361079788E1,-2.241139984E1,-1.573799968E0
3.644589670E-1,-6.364739990E1,-2.237479973E1,-1.268800020E0
3.744589670E-1,-6.356200027E1,-2.242359924E1,-9.637999535E-1
3.844589670E-1,-6.353759766E1,-2.243579865E1,-6.832000017E-1
3.944589670E-1,-6.358639908E1,-2.236260033E1,-3.781999946E-1
4.044589670E-1,-6.365959930E1,-2.230159950E1,-1.097999960E-1
4.144589670E-1,-6.363520050E1,-2.226499939E1,2.805999815E-1
4.244589670E-1,-6.356200027E1,-2.224059868E1,4.879999757E-1
4.344589670E-1,-6.356200027E1,-2.220400047E1,8.051999807E-1
4.444589670E-1,-6.352539825E1,-2.219179916E1,1.110199928E0
4.544589670E-1,-6.357419968E1,-2.210639954E1,1.329800010E0
4.644589670E-1,-6.337899780E1,-2.210639954E1,1.646999955E0
4.744589670E-1,-6.333020020E1,-2.205760002E1,1.939799905E0
4.844589670E-1,-6.329359818E1,-2.209420013E1,2.256999969E0
4.944589670E-1,-6.328139877E1,-2.205760002E1,2.525399923E0
5.044589670E-1,-6.329359818E1,-2.202099991E1,2.818199873E0
5.144589670E-1,-6.330579758E1,-2.200880051E1,3.025599957E0
5.244589670E-1,-6.330579758E1,-2.198439980E1,3.293999910E0
5.344589670E-1,-6.331799698E1,-2.195999908E1,3.550199986E0
5.444589670E-1,-6.353759766E1,-2.189900017E1,3.708799839E0
5.544589670E-1,-6.343999863E1,-2.188679886E1,3.855199814E0
5.644589670E-1,-6.347660065E1,-2.183799934E1,4.062600136E0
5.744589670E-1,-6.341559982E1,-2.181359863E1,4.209000111E0
5.844589670E-1,-6.343999863E1,-2.176479912E1,4.391999722E0
5.944589670E-1,-6.341559982E1,-2.176479912E1,4.599400043E0
6.044589670E-1,-6.334239960E1,-2.171599960E1,4.745800018E0
6.144589670E-1,-6.330579758E1,-2.170380020E1,4.867799759E0
6.244589670E-1,-6.328139877E1,-2.164279938E1,5.038599968E0
6.344589670E-1,-6.336679840E1,-2.165499878E1,5.282599926E0
6.444589670E-1,-6.333020020E1,-2.163059998E1,5.428999901E0
6.544589670E-1,-6.339119720E1,-2.156959915E1,5.587599754E0
6.644589670E-1,-6.337899780E1,-2.127680016E1,5.355799675E0
6.744589670E-1,-6.336679840E1,-2.122799873E1,5.453399658E0
6.844589670E-1,-6.339119720E1,-2.121579933E1,5.599800110E0
6.944589670E-1,-6.341559982E1,-2.117919922E1,5.770599842E0
7.044589670E-1,-6.341559982E1,-2.119140053E1,5.880399704E0
7.144589670E-1,-6.339119720E1,-2.114259911E1,5.916999817E0
7.244589670E-1,-6.336679840E1,-2.111820030E1,5.929199696E0
7.344589670E-1,-6.328139877E1,-2.110599899E1,5.977999687E0
7.444589670E-1,-6.328139877E1,-2.138660049E1,6.368400097E0
7.544589670E-1,-6.320819855E1,-2.138660049E1,6.404999733E0
7.644589670E-1,-6.319599915E1,-2.137439919E1,6.356199741E0
7.744589670E-1,-6.312279892E1,-2.124020004E1,6.197599888E0
7.844589670E-1,-6.307399750E1,-2.126459885E1,6.209799767E0
