"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.396224200E-2,-1.368839931E1,-4.542060089E1,-2.476599932E0
9.396224200E-2,-1.352979946E1,-4.543280029E1,-2.781599998E0
1.039622420E-1,-1.335900021E1,-4.528639984E1,-3.062199831E0
1.139622420E-1,-1.326139927E1,-4.533519745E1,-3.391599894E0
1.239622420E-1,-1.316379929E1,-4.539619827E1,-3.440399885E0
1.339622420E-1,-1.301739979E1,-4.537179947E1,-3.623399973E0
1.439622420E-1,-1.289540005E1,-4.535960007E1,-3.879599810E0
1.539622420E-1,-1.278559971E1,-4.540839767E1,-3.977200031E0
1.639622420E-1,-1.254160023E1,-4.544499969E1,-4.282199860E0
1.739622420E-1,-1.222439957E1,-4.553039932E1,-4.489599705E0
1.839622420E-1,-1.188280010E1,-4.564019775E1,-4.757999897E0
1.939622420E-1,-1.146799946E1,-4.566460037E1,-5.001999855E0
2.039622420E-1,-1.111419964E1,-4.561579895E1,-5.392399788E0
2.139622420E-1,-1.084579945E1,-4.560359955E1,-5.770599842E0
2.239622420E-1,-1.061399937E1,-4.557920074E1,-6.087800026E0
2.339622420E-1,-1.051639938E1,-4.549379730E1,-6.624599934E0
2.439622420E-1,-1.051639938E1,-4.534740067E1,-7.210199833E0
2.539622420E-1,-1.063840008E1,-4.512779999E1,-7.832399845E0
2.639622420E-1,-1.082139969E1,-4.494479752E1,-8.356999397E0
2.739622420E-1,-1.111419964E1,-4.476179886E1,-8.869400024E0
2.839622420E-1,-1.126060009E1,-4.462759781E1,-9.381799698E0
2.939622420E-1,-1.145580006E1,-4.449340057E1,-9.808799744E0
3.039622420E-1,-1.160219955E1,-4.434700012E1,-1.021140003E1
3.139622420E-1,-1.165100002E1,-4.420059967E1,-1.057740021E1
3.239622420E-1,-1.166319942E1,-4.413959885E1,-1.094339943E1
3.339622420E-1,-1.154119968E1,-4.406639862E1,-1.135820007E1
3.439622420E-1,-1.146799946E1,-4.395660019E1,-1.183399963E1
3.539622420E-1,-1.130939960E1,-4.388339996E1,-1.224879932E1
3.639622420E-1,-1.128499985E1,-4.384679794E1,-1.270020008E1
3.739622420E-1,-1.116300011E1,-4.371260071E1,-1.324919987E1
3.839622420E-1,-1.110200024E1,-4.356620026E1,-1.374940014E1
3.939622420E-1,-1.105319977E1,-4.340760040E1,-1.429839993E1
4.039622420E-1,-1.095559978E1,-4.315139771E1,-1.482299995E1
4.139622420E-1,-1.060179996E1,-4.300500107E1,-1.538420010E1
4.239622420E-1,-1.060179996E1,-4.284639740E1,-1.583559990E1
4.339622420E-1,-1.057740021E1,-4.268779755E1,-1.623819923E1
4.439622420E-1,-1.051639938E1,-4.254140091E1,-1.655539894E1
4.539622420E-1,-1.044320011E1,-4.244379807E1,-1.673839951E1
4.639622420E-1,-1.030900002E1,-4.243159866E1,-1.692140007E1
4.739622420E-1,-1.016259956E1,-4.248040009E1,-1.693359947E1
