"Time (s)","Illuminance (lx)"
1.226838800E-2,8.608950195E3
7.893005500E-2,7.953728027E3
1.455830760E-1,7.953728027E3
2.122573980E-1,9.069502930E3
2.789032320E-1,9.069502930E3
3.456048460E-1,9.659520508E3
4.122496900E-1,1.143686328E4
4.789098460E-1,1.264842090E4
5.455751590E-1,1.397337793E4
6.122440650E-1,1.397337793E4
6.789346380E-1,1.397337793E4
7.455724510E-1,1.239745508E4
8.122434920E-1,6.208987793E3
8.788750550E-1,5.717925293E3
9.455719820E-1,5.180152832E3
1.012293440E0,5.180152832E3
1.078905315E0,5.180152832E3
1.145566148E0,5.568412598E3
1.212236721E0,6.507877930E3
1.278935784E0,6.507877930E3
1.345563023E0,6.507877930E3
1.412233909E0,7.294455078E3
1.478876930E0,6.414255371E3
1.545572555E0,6.195757812E3
1.612230940E0,5.429227539E3
1.678925471E0,6.414255371E3
1.745597763E0,5.845432617E3
1.812247867E0,5.845432617E3
1.878904951E0,7.367355469E3
1.945573648E0,7.367355469E3
2.012227138E0,7.367355469E3
2.078906721E0,7.367355469E3
2.145558076E0,7.367355469E3
2.212230471E0,7.593817871E3
2.278896617E0,7.999155273E3
2.345555055E0,7.999155273E3
2.412263857E0,8.317080078E3
2.478891513E0,1.045649316E4
2.545553440E0,1.149612793E4
2.612236513E0,1.191516797E4
2.678899742E0,1.338099805E4
2.745550576E0,1.338099805E4
2.812221617E0,1.338099805E4
2.878887034E0,1.314798828E4
2.945543388E0,1.264308789E4
3.012218701E0,1.264308789E4
3.078917034E0,1.264308789E4
3.145580055E0,1.297397266E4
3.212217971E0,1.467632324E4
3.278876982E0,1.725205664E4
3.345545471E0,1.725205664E4
3.412214013E0,1.725205664E4
3.478910367E0,1.712583008E4
3.545541982E0,1.512324023E4
3.612213596E0,1.401448535E4
3.678876617E0,1.318551758E4
3.745556826E0,1.318551758E4
3.812252451E0,1.318551758E4
3.878874430E0,1.331856055E4
3.945544742E0,1.499701562E4
