"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.767062740E-1,5.237733870E1,4.877768800E0,1.639093220E0,0.000000000E0,0.000000000E0,1.142899990E1,1.000000000E0
4.815178539E0,5.237728952E1,4.877783950E0,2.108286512E1,4.159999847E0,1.098000031E2,2.040514183E1,6.040986633E1
5.809542028E0,5.237728296E1,4.877906190E0,4.410868790E0,5.469999790E0,2.126000061E2,6.774211407E0,2.473528290E1
5.936896091E0,5.237724706E1,4.877843860E0,4.709626562E-1,5.480000019E0,2.103000031E2,8.550362587E0,2.395712471E1
6.935085205E0,5.237722168E1,4.877817120E0,1.806460032E1,4.809999943E0,2.073000031E2,1.848546410E1,4.122627258E1
7.935228330E0,5.237720295E1,4.877788940E0,2.450547553E1,4.190000057E0,2.093000031E2,2.099432564E1,3.940160370E1
8.935591611E0,5.237717972E1,4.877782880E0,2.220056867E1,3.519999981E0,1.996999969E2,2.178157043E1,3.324190140E1
9.937505881E0,5.237711687E1,4.877754550E0,1.812313211E1,4.250000000E0,1.990000000E2,1.937770653E1,2.578192329E1
1.093501208E1,5.237705754E1,4.877741090E0,1.948497917E1,4.929999828E0,1.870000000E2,1.945795441E1,2.195828629E1
1.193481406E1,5.237705074E1,4.877716620E0,1.849691826E1,2.940000057E0,2.003999939E2,1.445779705E1,1.740926361E1
1.293499124E1,5.237701599E1,4.877675190E0,1.851399611E1,4.230000019E0,1.995000000E2,1.257533646E1,1.478788662E1
1.393432911E1,5.237700544E1,4.877726670E0,1.130551505E1,4.260000229E0,1.988000031E2,1.167435837E1,1.359391975E1
1.493472317E1,5.237695665E1,4.877699340E0,1.071338942E1,3.990000010E0,1.948000031E2,1.061827946E1,1.216025829E1
1.593495437E1,5.237692119E1,4.877689710E0,7.503983271E0,4.320000172E0,1.986999969E2,9.370219231E0,1.060134029E1
1.693521432E1,5.237687586E1,4.877659740E0,6.812556775E0,4.690000057E0,1.993000031E2,8.685661316E0,9.719199181E0
1.793567114E1,5.237682623E1,4.877634310E0,3.063021389E0,4.610000134E0,1.968000031E2,8.790706635E0,9.472632408E0
1.893493676E1,5.237678504E1,4.877609730E0,1.832419288E0,4.300000191E0,1.983999939E2,9.033624649E0,8.898248672E0
1.993457848E1,5.237674342E1,4.877577000E0,1.533757648E0,4.880000114E0,2.008000031E2,9.358716965E0,8.393151283E0
2.093412978E1,5.237670428E1,4.877552720E0,-6.485015458E-1,4.429999828E0,1.998999939E2,8.462914467E0,8.252238274E0
2.193367452E1,5.237666947E1,4.877537460E0,-4.995178110E0,3.859999895E0,2.010000000E2,8.114799500E0,7.971361637E0
2.293629999E1,5.237662764E1,4.877487900E0,-3.586330288E0,5.769999981E0,2.041999969E2,7.576962948E0,7.670291901E0
2.393670171E1,5.237660338E1,4.877480800E0,-1.063541446E0,3.500000000E0,1.771999969E2,7.836988449E0,7.875665665E0
2.493639275E1,5.237657892E1,4.877468550E0,5.194858222E-1,3.869999886E0,1.840000000E2,6.942136765E0,7.283930302E0
2.593607962E1,5.237654670E1,4.877440700E0,1.369460869E0,4.159999847E0,1.741999969E2,6.849127769E0,7.218816280E0
2.693600509E1,5.237652659E1,4.877448260E0,3.124319738E0,4.670000076E0,1.400000000E2,6.203715324E0,6.749433994E0
2.793529098E1,5.237651973E1,4.877467990E0,6.678642821E0,3.609999895E0,1.091999969E2,5.897353649E0,6.523776531E0
2.893690124E1,5.237650903E1,4.877496940E0,7.504816434E0,3.990000010E0,1.118000031E2,5.542314529E0,6.212715149E0
2.993699254E1,5.237649492E1,4.877538510E0,7.278136126E0,3.910000086E0,1.098000031E2,5.649760246E0,6.203830242E0
3.093550801E1,5.237647978E1,4.877592860E0,7.995675657E0,3.450000048E0,1.154000015E2,5.427431583E0,5.931612968E0
3.193572124E1,5.237646711E1,4.877621780E0,7.866890422E0,3.470000029E0,1.165999985E2,5.708274841E0,5.870476246E0
3.293642124E1,5.237645443E1,4.877675620E0,7.188375993E0,3.539999962E0,1.259000015E2,5.435393333E0,5.809267044E0
3.393665676E1,5.237643299E1,4.877712080E0,7.530530045E0,3.089999914E0,1.398999939E2,5.552094936E0,5.899989128E0
3.493859525E1,5.237639840E1,4.877725890E0,7.944185616E0,4.940000057E0,1.790000000E2,6.010988235E0,6.607682705E0
3.593648342E1,5.237636003E1,4.877729850E0,8.610149475E0,3.970000029E0,1.693000031E2,7.783538342E0,8.333826065E0
3.693791170E1,5.237632522E1,4.877727520E0,9.759146924E0,4.320000172E0,1.840000000E2,9.075640678E0,9.599035263E0
3.793479254E1,5.237629430E1,4.877670270E0,9.546606728E0,5.010000229E0,2.058000031E2,9.477657318E0,1.021516895E1
3.893615306E1,5.237625757E1,4.877645880E0,9.892793251E0,5.019999981E0,2.018999939E2,9.545841217E0,1.036295128E1
3.993538790E1,5.237620989E1,4.877615510E0,9.236824642E0,4.989999771E0,1.985000000E2,9.581768036E0,1.052821064E1
