time,acc_x,acc_y,acc_z,loc_speed,label
2023-06-07 15:08:16,1.987139501584,6.211775424952002,7.555291263559999,0.0,hammocking
2023-06-07 15:08:16.250000,1.9435897862822584,5.92483835058871,7.362749461225806,,hammocking
2023-06-07 15:08:16.500000,1.929640399944,6.066591133199999,7.335297725672,,hammocking
2023-06-07 15:08:16.750000,2.0107046019758066,6.332933656701614,7.618436698040322,,hammocking
2023-06-07 15:08:17,2.064098674816,6.246634925792,7.609213527688,,hammocking
2023-06-07 15:08:17.250000,2.0548428277903223,6.298256335693548,7.633159145266129,,hammocking
2023-06-07 15:08:17.500000,1.992349279432,6.308041351312,7.547251453384001,,hammocking
2023-06-07 15:08:17.750000,1.9576846687258065,6.093861218395164,7.422681677717742,,hammocking
2023-06-07 15:08:18,1.945039891248,5.947494075704,7.340469196256,,hammocking
2023-06-07 15:08:18.250000,1.986221980709677,6.123402549362903,7.496168290362903,,hammocking
2023-06-07 15:08:18.500000,2.075361055416,6.230162834104,7.699393558504,,hammocking
2023-06-07 15:08:18.750000,2.075425292193548,6.2346942039435485,7.659302303895163,,hammocking
2023-06-07 15:08:19,2.042215354967742,6.292309453370968,7.646211416548387,,hammocking
2023-06-07 15:08:19.250000,1.986641508112,6.276667804776,7.559179477688,,hammocking
2023-06-07 15:08:19.500000,1.936523027862903,5.982453715379032,7.349233819604839,0.0,hammocking
2023-06-07 15:08:19.750000,1.9341989497760008,5.993730857847999,7.343916843455999,,hammocking
2023-06-07 15:08:20,2.0102025924516127,6.249445561403226,7.604023202822582,,hammocking
2023-06-07 15:08:20.250000,2.095702220968,6.21886221308,7.71605718608,,hammocking
2023-06-07 15:08:20.500000,2.074112332645161,6.243344214540323,7.661078645403225,0.0,hammocking
2023-06-07 15:08:20.750000,2.0228418026560004,6.318345996896,7.640433979072,,hammocking
2023-06-07 15:08:21,1.9698101282016127,6.171672697967742,7.491389436080647,,hammocking
2023-06-07 15:08:21.250000,1.9441205167199995,5.915047729432,7.334723117832,,hammocking
2023-06-07 15:08:21.500000,1.95065653125,6.067602257564516,7.408586794362902,0.0,hammocking
2023-06-07 15:08:21.750000,2.05063368241129,6.283080200951614,7.688491236766128,,hammocking
2023-06-07 15:08:22,2.0966599273920004,6.220739265448,7.69463867568,,hammocking
2023-06-07 15:08:22.250000,2.064574101258064,6.268019914580645,7.646872720443549,,hammocking
2023-06-07 15:08:22.500000,1.996677991912,6.342096481424,7.619044170368001,0.0,hammocking
2023-06-07 15:08:22.750000,1.9442462478145168,6.005159916387098,7.373069647806451,,hammocking
2023-06-07 15:08:23,1.9348884934880004,5.967145667991999,7.323843875896,,hammocking
2023-06-07 15:08:23.250000,1.9690764258064517,6.222839055516129,7.5238849578145155,,hammocking
2023-06-07 15:08:23.500000,2.0897263087840003,6.249469657887999,7.719083454111999,0.0,hammocking
2023-06-07 15:08:23.750000,2.091721379040323,6.215888154129033,7.697802574403226,,hammocking
2023-06-07 15:08:24,2.040271574032,6.304708625768,7.648100231184,,hammocking
2023-06-07 15:08:24.250000,1.9831326930725808,6.268058530782258,7.563432739612902,,hammocking
2023-06-07 15:08:24.500000,1.93726353632,5.901448562568,7.329858104656001,0.0,hammocking
2023-06-07 15:08:24.750000,1.9524714945967736,6.024970062346775,7.381439662814516,,hammocking
2023-06-07 15:08:25,2.045304727217742,6.225773880564517,7.686405850991935,,hammocking
2023-06-07 15:08:25.250000,2.14454396636,6.129644767743999,7.769074336975998,,hammocking
2023-06-07 15:08:25.500000,2.1135008989274198,6.145954362798388,7.723984302991934,0.0,hammocking
2023-06-07 15:08:25.750000,2.042225309352,6.321333961504,7.6927376212719984,,hammocking
2023-06-07 15:08:26,1.6870671720840336,7.405839206789915,5.953635181731093,,hammocking
2023-06-07 15:08:26.250000,1.3582258252960002,8.826100067192002,4.1242950382,0.0,hammocking
2023-06-07 15:08:26.500000,1.3653321303870969,8.809079008725806,4.144730041137097,,hammocking
2023-06-07 15:08:26.750000,1.364830124717742,8.814601113758064,4.0713593825322585,,hammocking
2023-06-07 15:08:27,1.3493385486399998,8.811045341552,4.0737869797120005,,hammocking
2023-06-07 15:08:27.250000,1.3063652553435483,8.799695291830643,4.095127526822581,,hammocking
2023-06-07 15:08:27.500000,1.5065514231070398,8.511971244832,4.212578733424,,hammocking
2023-06-07 15:08:27.750000,0.8146126421620968,7.503177158314517,5.88181989041129,,hammocking
2023-06-07 15:08:28,1.8428984442222405,6.256197490719999,6.723315818735999,,hammocking
2023-06-07 15:08:28.250000,5.781881259282259,4.282613813887099,8.126572155209677,,hammocking
2023-06-07 15:08:28.500000,6.071379497511999,4.571747287775999,7.615064949032,,hammocking
2023-06-07 15:08:28.750000,4.421163728153226,3.7400712928387096,6.588823799177418,,hammocking
2023-06-07 15:08:29,6.8375910226,2.9457299986080003,7.336466060608,,hammocking
2023-06-07 15:08:29.250000,8.122406532588709,2.311905848370968,9.394277841846774,,hammocking
2023-06-07 15:08:29.500000,5.5050565235241935,6.13125610926613,4.705914472379032,,hammocking
2023-06-07 15:08:29.750000,3.4955536442,7.213940418232,2.881416954968,,hammocking
2023-06-07 15:08:30,3.044772915298387,8.288060107596774,3.807905390330645,,hammocking
2023-06-07 15:08:30.250000,3.25918845556,8.984581855792,3.579542228688,,hammocking
2023-06-07 15:08:30.500000,4.112335876112903,5.517312319024193,3.0173506130806453,,hammocking
2023-06-07 15:08:30.750000,9.594653194448002,4.3633655566656,3.3617512757448,0.0,hammocking
2023-06-07 15:08:31,6.052609475411289,-1.4336344455408874,8.922431888201613,,hammocking
