,acc_x,acc_y,acc_z,acc_label,gyr_x,gyr_y,gyr_z,light_lux,lin_acc_x,lin_acc_y,lin_acc_z,loc_Latitude (°),loc_Longitude (°),loc_height,loc_speed,loc_Direction (°),loc_horizontal_accuracy,loc_vertical_accuracy,mang_Magnetic field x (µT),mang_Magnetic field y (µT),mang_Magnetic field z (µT)
2023-06-07 15:28:16.077333,-2.4372304662092446,7.617978304830934,2.6078103310901106,walking,-0.18404770656123484,0.4779721011535139,0.2511544336947259,206.78771196702584,0.22350936594613743,0.11966878729249458,-0.12978380547161367,52.3772402,4.8776992,1.838910941,0.0,0.0,14.84599972,1.0,13.628823334820533,-41.31234865509713,-8.472812358650161
2023-06-07 15:29:16.077333,-2.165235806445662,8.01910277668158,2.348745785917818,walking,-0.04519060619190603,0.0852894251049922,0.029373571989078678,8361.705833431808,0.034327103251604305,0.09020350853726145,-0.07308911049980822,52.377408492499995,4.877868864772727,10.505546994636365,0.44386362895000003,42.4363637375,10.617378343295455,9.049087015136363,3.0840515684294125,-36.18152441363466,0.28508764806680487
2023-06-07 15:30:16.077333,-1.8783833441859115,9.507714202389591,0.7141348496246746,walking,-0.05301684797884575,0.002049022345633198,-0.00874087881515825,3958.390735412222,-0.07263088462248672,0.09617790876974829,-0.16775231783580757,52.377695929333335,4.878701773333333,14.280236750499999,1.3559999973,65.02333328509998,6.735652426816666,6.64874707855,-7.505311763086744,-39.55825524094617,4.497464847763894
2023-06-07 15:31:16.077333,-2.092222520041986,9.369085774402444,0.21710426632274632,walking,-0.029674757885048066,0.01058264874320284,-0.005633433572936043,6192.417470304445,-0.0695461335142623,0.039243749927347506,-0.1523781448110373,52.37810509116667,4.879433040666667,8.917962164366667,1.449666657076667,72.35166685573333,12.9109403925,6.615160719633333,-11.103471912287345,-39.87843811703333,-6.0744469808573545
2023-06-07 15:32:16.077333,-2.363043956951669,9.331753974894156,0.55916895573677,walking,-0.026653677535077722,-0.012985486982544727,-0.011724052854030664,7699.206307616666,-0.10347833243057226,0.030529092894985434,-0.15546027829589268,52.37881809816667,4.8798094674999986,3.9109837792495,1.4856666654366666,126.57666720901668,13.360475221999998,7.488044897766667,-12.033205432029915,-40.19648603317167,-7.426979624443731
2023-06-07 15:33:16.077333,-3.0037114942281518,9.022410204020153,0.8395877145906055,walking,-0.026341320642077466,-0.016575950425612964,-0.010045322751830345,6154.696962627777,-0.06408247472672465,0.05427360328666735,-0.18021544581047144,52.37952004983334,4.880247777833334,13.986943184500001,1.3646666656083335,54.29999990446667,12.008971898166667,6.741925390566665,-8.40670263843385,-39.084035117123335,-6.249254673902119
2023-06-07 15:34:16.077333,-3.29065477157646,9.050171073549258,0.5687314895002211,walking,-0.028210201403060107,-0.014151526968877184,-0.004016059792927095,5658.978018794453,-0.08443505831953602,0.019300198647647347,-0.18506058533354677,52.38010227390245,4.880586429999999,12.98588791682927,1.5731707243658537,114.30731725482441,12.899958447317076,6.3943511218048785,-6.141342665915727,-42.287698836146696,-5.8171269314281835
2023-06-07 15:35:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:36:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:37:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:38:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:39:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:40:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:41:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:42:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:43:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:44:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:45:16.077333,-2.996485062106668,9.186387627706246,0.5768900231844973,walking,-0.028423189178195023,-0.029640176367385484,-0.025468195122042517,3443.814258175758,-0.06482207259427354,0.07671406357482843,-0.21210805733495075,52.38510775961538,4.883292733076923,-8.618420999703847,1.2673076849961538,80.98076948277692,9.872766898076922,13.066567640846156,-6.036353476864875,-41.59978100685503,-9.883918232877525
2023-06-07 15:46:16.077333,-3.3466845783763826,9.081287671990058,0.5833318020664848,walking,-0.03299053878149502,-0.014781084396123327,-0.006735443276243287,1496.2361031612224,-0.10962766119807044,0.15148521331376338,-0.2842499492630811,52.38555843183334,4.883941750666667,12.864978639733332,1.7229999949366666,115.41333275756669,24.584362689383333,9.097515845016668,-2.1558294262733493,-42.73934011423834,-9.855820640645279
2023-06-07 15:47:16.077333,-3.6578124755675683,8.964358881266612,0.42643320339490903,walking,-0.022452275215861864,-0.042986272221076406,0.007223808750540372,8845.953578132223,-0.07420198069687176,0.20156038409900398,-0.37055220732875427,52.386166386666666,4.883839634666668,9.14162695616667,1.3321666648133332,179.8450002348167,12.529516156833335,7.417186721216668,3.3320375080821667,-31.620347735532757,-12.249962837080908
2023-06-07 15:48:16.077333,-3.953401105149971,8.865426559356967,0.08693067800403495,walking,-0.018089891809569447,-0.06567093723072942,-0.018964712328361742,4010.119361294,-0.1258613021133145,0.2284355018300485,-0.3828026294015293,52.3863315845,4.884303010666668,9.959101838,1.2880000005433334,153.13833351833333,11.761803213983336,7.171178627133332,19.46417038812372,-29.302884602086667,12.734190982584837
2023-06-07 15:49:16.077333,-4.042090688568211,8.82673033617372,0.12339640967053578,walking,-0.04212253016266072,-0.029588693126780582,-0.007958257071991949,2306.8988398613888,-0.1540678110007191,0.22500762447595848,-0.42640753427626016,52.38572681649999,4.884107490666667,15.828192126499998,1.2216666698516667,189.65666669283334,38.55550241383333,15.804912861550001,28.662949867442066,-30.654561209170048,10.215177739987844
2023-06-07 15:50:16.077333,-3.964643539911368,8.860392561683014,0.184631552664443,walking,-0.04848336730911592,-0.029075897491351713,0.004414872134352458,2008.2762038298094,-0.13335172141247018,0.22072648929133612,-0.4448619701343751,52.385209905806455,4.883550369677419,14.209445448064516,1.3703225715709675,199.14193676451612,11.787868776129033,9.976638886645164,28.146970383910563,-28.248923385522364,11.258100196512208
2023-06-07 15:51:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:52:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:53:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:54:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 15:55:16.077333,-0.23291518448971282,9.397315188069562,2.0405573159080186,running,0.08772731350346495,0.0670079369715213,0.03390713670082814,7133.915563855721,0.043283777023287166,0.37001112585663254,-1.4469804721538546,52.38591667884615,4.88122191576923,5.583383409473077,2.2834615432692305,205.68461587761539,5.775670289576923,4.713820695730768,-4.052671702383788,-31.270747763729112,-22.661255031109846
2023-06-07 15:56:16.077333,-0.7182943673270468,9.454299253083029,1.124295628112748,running,0.11530734256123608,0.016941251229200982,0.023668889539128626,5136.804356552222,-0.026723030011812837,0.253124650937117,-1.6666321160580535,52.38594472199999,4.879719009666668,5.953240107983334,2.3978333383183337,264.8600006133333,6.697359486483332,4.369126856316667,12.414146364399068,-34.41693134982167,-22.690812102660168
2023-06-07 15:57:16.077333,-0.3163812960857731,9.467524150499862,1.39381895011881,running,0.0794691258272569,0.012108849907777972,0.03341141142410686,6405.667164735555,0.02544561021760245,0.22962647934071675,-1.5404192882171024,52.38587700433333,4.877300333999999,10.844057028666668,2.620833329366667,269.7866650933333,10.091433508850002,3.7762514034666665,10.467581491473624,-34.65757632771,-23.799596869636666
2023-06-07 15:58:16.077333,-0.400699797402417,9.43400772920181,1.6124922372779622,running,0.10823492409711567,0.006597537092298546,0.03843813456858621,6831.199097055556,0.1257130209745029,0.28089244444403455,-1.4871428522622379,52.38647555033333,4.875697912833333,10.2476315605,2.3705000142200006,229.24000089546502,10.683260090600003,4.637423042416668,-11.246220043730636,-35.82981942622,-23.27630228171968
2023-06-07 15:59:16.077333,-0.4617700678592047,9.299518870272058,1.8244638310808443,running,0.09603029811102265,0.0364879628850373,0.047113287088188925,6627.221285815555,0.017402307948706536,0.3032907113667563,-1.5215886124691262,52.38705882266666,4.874668712999999,5.3729335852,2.4179999848,251.73666636166664,10.177915112416665,3.7821280519666667,13.620283077878835,-34.6557991829,-21.589778374175296
2023-06-07 16:00:16.077333,-1.0435020951866112,9.21897338715907,1.576422569878253,running,0.06921377634122489,0.008488853758331964,0.055186369543885706,6557.303431102,-0.050291269693675617,0.23335457358979858,-1.6371133576648291,52.38669826515151,4.8730760072727275,2.243689585544849,2.595151485909091,249.7787887151515,10.388837264939392,4.31655307969697,17.34929306975248,-34.03431956048019,-19.292058815587037
2023-06-07 16:01:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:02:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:03:16.077333,-1.529443355317245,9.045103475353335,1.8742192601478174,running,0.0174117337915646,-0.020884010143391387,0.07159728452565692,6034.407214551336,0.530789378676114,0.24310955562838527,-0.8188631160452369,52.38638859195652,4.870537295869565,19.171985183021743,2.586956521695652,263.6391303021739,5.512062217695652,6.832019715195651,20.4136186730896,-30.79044294462807,-12.613881918063905
2023-06-07 16:04:16.077333,-1.5462407866956873,9.085023811202953,2.293185109470517,running,0.035400450222275746,0.0009185770479803954,0.05356381088755148,6010.406625905555,0.5277426417073652,0.23052291481194093,-0.828511521270481,52.386371348500006,4.868411905833333,15.274706048166669,2.479833332766667,266.40833384166666,8.719625942133332,4.092079110899999,24.170777798177166,-29.070021172861665,-13.400939272413734
2023-06-07 16:05:16.077333,-1.2545741696466495,9.117346176979053,2.315013765715714,running,0.021968394074051992,0.002354241293382601,0.07159418236765722,8452.85822262,0.5710390739482899,0.16906493414191748,-0.7461168506468165,52.386442414166666,4.866158430833333,12.344804078533334,2.4760000011,256.54499827555003,10.485122680433333,3.8931143363499996,17.771603414518314,-33.19970280665667,-16.64991511215207
2023-06-07 16:06:16.077333,-1.4911565809225498,8.990291005275786,1.5847967499856739,running,-0.0023625751590627088,0.021944772855496283,0.0595559974852685,6728.888653425555,0.46677373733899136,0.10826984066090174,-0.810072113835445,52.38625967466667,4.8643393315,13.518030133166668,2.1468333422783337,245.82833506333333,10.512042983566667,4.3060967524,22.039683870761355,-35.21932125091333,-4.696973473248725
2023-06-07 16:07:16.077333,-1.1982411213851814,9.206980805661507,1.8953912457740125,running,0.013301826255359368,0.010265964074274363,0.0896689058665952,5843.330478146667,0.5950868332262902,0.22823125765532684,-0.8305769784387835,52.38586533349999,4.864253659166666,17.29591377266667,2.0326666693099997,101.185000485,11.275834672033334,4.874103629633334,-9.784952879551964,-43.18229365044667,-2.545241218840239
2023-06-07 16:08:16.077333,-1.4997417664231907,8.941838461846318,1.7083608173312597,running,0.04250710408197422,-0.014111720746804047,0.07238714886773218,9735.559892553334,0.5550239670285055,0.20031996636778895,-0.8649240932767974,52.38629064816667,4.865655979166667,15.691835013666665,2.0878333397766666,66.92499991847501,11.403356138699998,5.038015484666667,-4.41703024538845,-34.980884450683305,-20.35502859600127
2023-06-07 16:09:16.077333,-1.4337699404622097,8.985020627964689,1.7552869790304197,running,-0.016582683734200795,0.023340477378791497,0.07711636641245627,11144.888227462223,0.5595427766092491,0.1731633221086642,-0.932074840106602,52.38729792916666,4.866170151833332,10.54779862165,2.3341666737833338,227.26333382900003,11.963825034983335,5.670927472966666,6.729410070422872,-33.35729833480001,-22.912965961484996
2023-06-07 16:10:16.077333,-1.4361109720997718,9.084992715476718,1.3700452882724958,running,0.025881842960876405,-0.04461996573114993,0.04817940205248596,13706.266000153333,0.5816934421043335,0.16100504922428716,-0.762698459837165,52.388359318999996,4.865511120666667,9.276743428316667,2.2021666705516667,223.48166614159666,11.949074268233334,6.5125211596999995,-0.94309454823401,-36.81891203024,-17.28807677040838
2023-06-07 16:11:16.077333,-1.510833587261223,9.026417552417287,1.6365565712822792,running,0.008100700629973027,-0.010192631878425389,0.06015203974139908,4837.45385483,0.5844006746371032,0.23151960696434962,-0.9566159156590135,52.38872148583333,4.867012341166666,10.235433388266669,2.1066666742066666,88.75833346333334,10.907907692250001,4.71811106185,-9.928154448187767,-43.71730428676417,-3.5042648983756917
2023-06-07 16:12:16.077333,-1.546634314346916,9.049582651488462,2.065640273833628,running,0.029425965592275404,-0.01184532777966391,0.07587406093404986,7557.2122400966655,0.5259515720238215,0.2645004354722903,-0.9930477990471674,52.388688847999994,4.869222931333334,11.085801031900003,2.1508333225866663,93.28666725133333,11.069504007099999,5.4245027382333335,-8.219513976959592,-43.96721313419,-4.924692574545792
2023-06-07 16:13:16.077333,-1.578425315956128,9.016107842213318,1.8814932777854485,running,0.021054709607543295,-0.05576761350849568,0.04344947564305552,12584.636128879582,0.5017723849116748,0.14325229962716665,-0.8372930306506658,52.388613490000004,4.870615751666667,8.057088438416667,1.8241666555833331,96.51666705000001,10.239366291833333,3.5158201654166668,-9.602726521741276,-43.139353001331756,0.25003751899283716
2023-06-07 16:14:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:15:16.077333,-2.161920881515993,9.235417240948154,-0.19709470942210836,walking,-0.3365803470376993,0.8044339132727658,0.12891363325777674,1143.2873489307688,0.0906485080762401,0.015963238245253725,-0.24607891782547536,52.3883578,4.8715983,6.951020294,0.0,0.0,64.09999847,5.84464407,18.696158054399998,-39.033655242840005,-3.89760711636856
2023-06-07 16:16:16.077333,-1.0949979892809796,9.704327571439341,0.23513514009863254,walking,-0.04021634876853602,-0.032652880519080135,0.004477686426114884,2963.77976209,0.04857954134092967,0.1654867317546908,-0.2829655877044022,52.388011343833334,4.870206554833334,2.6597324982633332,1.3621666729349997,248.61333364500004,10.824953771100002,10.53833634055,20.646966476408334,-38.97046738943167,1.6972802333447854
