,acc_x,acc_y,acc_z,acc_label,gyr_x,gyr_y,gyr_z,light_lux,lin_acc_x,lin_acc_y,lin_acc_z,loc_Latitude (°),loc_Longitude (°),loc_height,loc_speed,loc_Direction (°),loc_horizontal_accuracy,loc_vertical_accuracy,mang_Magnetic field x (µT),mang_Magnetic field y (µT),mang_Magnetic field z (µT)
2023-06-07 16:17:16.077333,-1.1226695576823305,9.699263391509858,-0.025207607071861975,walking,-0.042902745229266646,-0.02704619344029437,0.02091422942317252,2493.580601193667,0.033446491954609366,0.18354298992160847,-0.34164452919604155,52.38776396916666,4.869015620166667,3.9431381191053334,1.3443333293566666,242.4583338383333,10.82625872241667,4.292002701816667,21.473075217213335,-39.591514476133334,4.085779921655343
2023-06-07 16:18:16.077333,-1.2197653333739944,9.678310016238393,-0.01246666470915583,walking,-0.037967889122428336,-0.0386192394998462,0.015348376759092733,3537.296845422222,0.0449427399670462,0.18919385767211347,-0.3811398886552948,52.387350164833336,4.867965881833334,5.844961951616668,1.2381666670683336,204.68666661666666,10.38707919141667,3.8087443550333338,21.627336083735,-39.51744217806,4.693152841564533
2023-06-07 16:19:16.077333,-1.3017852969164492,9.65805187609936,-0.1564672444350189,walking,-0.052809138516962506,0.026840985633775006,0.0117291620536731,6658.033844247778,0.06930372749447562,0.1696228874372621,-0.3636800004223224,52.387199672499996,4.867745528166666,5.754038438164001,1.2001666675283336,84.63333314383334,11.478275950500002,6.882036173166667,-9.83606680283391,-42.544955475485004,4.008421762464272
2023-06-07 16:20:16.077333,-1.3948903975148783,9.652401103069082,-0.31170398158089474,walking,-0.043102144175088876,-0.03738377157333904,-0.006476081626633359,7128.149754966396,0.04013092854475662,0.18453769898282854,-0.3918572023538914,52.38748090614035,4.86866835754386,6.634429688333334,1.3229824565666668,60.30877173543859,10.17110608722807,4.827914003701754,-16.427525607753086,-43.34769167475395,1.9504937915424376
2023-06-07 16:21:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:22:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:23:16.077333,-1.2433147773791262,9.387918931887727,1.106117825479945,running,0.06247277064803524,0.012203047790030194,0.07289442250802537,15478.34800823482,0.15596153353154604,0.24078091045733502,-1.4606733241619279,52.387834925625,4.8700720109375,2.8444149117446873,2.10218747334375,61.3312499534375,6.268788732406249,4.38055056321875,-13.550951107656724,-44.09215800706939,-5.6764118923973825
2023-06-07 16:24:16.077333,-1.497671546382458,9.349028612324762,1.1393948964359648,running,0.05003466749451483,0.00010580570332671547,0.04074204726008455,12542.000803395555,0.22296528934379453,0.3244061483228159,-1.5265583796649795,52.388224638000004,4.871507156000001,11.969691169150002,2.22216666535,80.154999222,6.9996848861166665,2.78311216435,-8.893968593966607,-44.06642762753,-1.253025377940927
2023-06-07 16:25:16.077333,-2.0829482975949865,9.154786152990765,1.4870254209959497,running,0.04758818283475786,0.0013363286694055173,0.05618164953712315,13666.751123155555,0.1928944828797851,0.3212625786341854,-1.484709930094227,52.38794341516667,4.873667415833332,8.342212282616666,2.4613333344333332,109.15500017466665,11.074500687833336,4.645365889833333,-1.0011380802700398,-43.18074218974667,3.9969008871149847
2023-06-07 16:26:16.077333,-2.361606091790932,9.082742110927509,0.967525789977099,running,0.046668499981793864,-0.007775164184343663,0.07736368979025868,11900.65750777,0.20793271853404438,0.30178080644964766,-1.5648964805238348,52.3873554495,4.875480761666666,1.4345476363451666,2.38566665455,145.04333304833335,10.956808312666665,4.53967200525,9.6853175171584,-40.17505470242333,5.547750623808277
2023-06-07 16:27:16.077333,-2.344544351061391,9.109529729969378,1.2265022590322872,running,0.07692150668225989,0.036712031374491555,0.10190982299599677,9960.821562465555,0.13521713749842765,0.3432030931985915,-1.557718666079066,52.38632629266667,4.876079698833334,11.300299854033334,2.3813333193800004,141.83666687149994,10.550538588366667,3.8406885743166663,9.033052662328215,-42.36909246776169,6.000773220093295
2023-06-07 16:28:16.077333,-2.1415217971552956,9.07077484104764,1.5303823010916575,running,0.06143325381175983,0.02079570624286841,0.08005935858523998,9059.932107194445,0.11867577708710997,0.22986346138442854,-1.4016950571252125,52.3859209175,4.877946832666667,12.883446239783332,2.348666665933334,85.58666699766667,10.258777316749997,3.7596877416166667,-6.373477114138116,-45.30485160884333,-0.7314631842674552
2023-06-07 16:29:16.077333,-2.04207100989481,9.07473246904797,1.2685593329686715,running,0.05557402151916745,-0.016697684136724202,0.0611767345064658,7829.035561541112,0.1482000983840301,0.22545204672847804,-1.4756737407911031,52.386016479,4.880111070833333,12.71271176815,2.21299999852,86.32333323116669,10.301248454866668,3.8456962029166664,-5.681360958197233,-44.2422357013,1.1963807819122168
2023-06-07 16:30:16.077333,-1.960650220626736,9.164125815534117,1.059423223895839,running,0.010425960346987211,-0.03659509153013102,0.04514783025535166,6897.390492154411,0.20640911600959533,0.20150926201689712,-1.345936527787783,52.38575279666666,4.881310058148149,11.196809377814814,2.114074070177778,178.937036862963,10.252250283296293,3.227318896111111,18.59117745310346,-37.44917319254475,4.876054570600195
2023-06-07 16:31:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:32:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:33:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:34:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:35:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:36:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:37:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:38:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:39:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:40:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:41:16.077333,,,,,,,,,,,,,,,,,,,,,
2023-06-07 16:42:16.077333,,,,,,,,,,,,,,,,,,,,,
