"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.595037950E-1,5.237717040E1,4.878144100E0,2.639074102E0,0.000000000E0,0.000000000E0,2.057299995E1,1.051527500E0
4.386038748E0,5.237718966E1,4.877999540E0,1.489034478E1,0.000000000E0,0.000000000E0,2.716595650E1,4.665064240E1
5.384082237E0,5.237718895E1,4.877998770E0,1.467604889E1,0.000000000E0,0.000000000E0,1.937546539E1,3.260882568E1
6.384496247E0,5.237718927E1,4.877997480E0,1.471328004E1,0.000000000E0,0.000000000E0,1.752822304E1,2.889978409E1
7.385082601E0,5.237718940E1,4.877995740E0,1.497261759E1,0.000000000E0,0.000000000E0,1.620167160E1,2.671722412E1
8.383245361E0,5.237718931E1,4.877996100E0,1.494283252E1,0.000000000E0,0.000000000E0,1.475757122E1,2.383506775E1
9.385550778E0,5.237718806E1,4.877994540E0,1.515279079E1,0.000000000E0,0.000000000E0,1.326875782E1,2.124128532E1
1.038423864E1,5.237718617E1,4.877992920E0,1.529817293E1,0.000000000E0,0.000000000E0,1.385264969E1,2.183134651E1
1.138352677E1,5.237718532E1,4.877991760E0,1.513789273E1,0.000000000E0,0.000000000E0,1.360887146E1,2.114223862E1
1.238491265E1,5.237718496E1,4.877991710E0,1.533058019E1,0.000000000E0,0.000000000E0,1.406864738E1,2.144978333E1
1.338408182E1,5.237718476E1,4.877991490E0,1.533228876E1,0.000000000E0,0.000000000E0,1.360297203E1,2.058662224E1
1.438489609E1,5.237718534E1,4.877992030E0,1.508851548E1,0.000000000E0,0.000000000E0,1.321468163E1,1.969651413E1
1.538449984E1,5.237718527E1,4.877992130E0,1.522779766E1,0.000000000E0,0.000000000E0,1.236490917E1,1.819385910E1
1.638372593E1,5.237718518E1,4.877992310E0,1.530519022E1,0.000000000E0,0.000000000E0,1.202225018E1,1.737101364E1
1.738496124E1,5.237718504E1,4.877991900E0,1.542744320E1,0.000000000E0,0.000000000E0,1.109508610E1,1.609829140E1
1.838787583E1,5.237718521E1,4.877991150E0,1.519398353E1,0.000000000E0,0.000000000E0,1.086720085E1,1.540954685E1
1.938627322E1,5.237718548E1,4.877991590E0,1.497004618E1,0.000000000E0,0.000000000E0,1.094673729E1,1.555458260E1
2.038301015E1,5.237718631E1,4.877992550E0,1.472883697E1,0.000000000E0,0.000000000E0,1.073093033E1,1.498255539E1
2.138332989E1,5.237718706E1,4.877992220E0,1.436158930E1,0.000000000E0,0.000000000E0,1.052637959E1,1.467283344E1
2.238433812E1,5.237718686E1,4.877991710E0,1.461415220E1,0.000000000E0,0.000000000E0,1.029656601E1,1.470938778E1
2.338317973E1,5.237718667E1,4.877990950E0,1.474305774E1,0.000000000E0,0.000000000E0,1.082559681E1,1.543112946E1
2.438397036E1,5.237718632E1,4.877991190E0,1.502485670E1,0.000000000E0,0.000000000E0,1.006816864E1,1.423722649E1
2.538323926E1,5.237718613E1,4.877991100E0,1.506892377E1,0.000000000E0,0.000000000E0,9.252964020E0,1.308156300E1
2.638507457E1,5.237718597E1,4.877990660E0,1.510450678E1,0.000000000E0,0.000000000E0,8.760565758E0,1.227069950E1
2.738401999E1,5.237718549E1,4.877990050E0,1.525337050E1,0.000000000E0,0.000000000E0,8.972949982E0,1.247922516E1
2.838536749E1,5.237718517E1,4.877989700E0,1.525233224E1,0.000000000E0,0.000000000E0,8.753773689E0,1.209500313E1
2.938388655E1,5.237718512E1,4.877989800E0,1.517945625E1,0.000000000E0,0.000000000E0,8.429528236E0,1.161356640E1
3.039027145E1,5.237718510E1,4.877989850E0,1.517457344E1,0.000000000E0,0.000000000E0,8.138737679E0,1.121282959E1
3.138523410E1,5.237718507E1,4.877989910E0,1.518781806E1,0.000000000E0,0.000000000E0,7.609341621E0,1.043563080E1
3.238490879E1,5.237718529E1,4.877990250E0,1.513557248E1,0.000000000E0,0.000000000E0,7.237208366E0,9.881966591E0
3.338334822E1,5.237718541E1,4.877990420E0,1.513685448E1,0.000000000E0,0.000000000E0,7.013139725E0,9.549286842E0
3.438499634E1,5.237718518E1,4.877989750E0,1.532197340E1,0.000000000E0,0.000000000E0,6.852441311E0,9.279969215E0
3.538394415E1,5.237718499E1,4.877989310E0,1.535859397E1,0.000000000E0,0.000000000E0,6.622237682E0,8.872313499E0
3.638575150E1,5.237718489E1,4.877989010E0,1.533863516E1,0.000000000E0,0.000000000E0,6.227509499E0,8.293768883E0
3.738422212E1,5.237718514E1,4.877989200E0,1.523927039E1,0.000000000E0,0.000000000E0,6.214059353E0,8.234444618E0
3.839019056E1,5.237718519E1,4.877989450E0,1.526069394E1,0.000000000E0,0.000000000E0,6.508520126E0,8.622431755E0
3.938657452E1,5.237718496E1,4.877989440E0,1.538300807E1,0.000000000E0,0.000000000E0,6.391895294E0,8.460886002E0
4.038256472E1,5.237718518E1,4.877989840E0,1.526301349E1,0.000000000E0,0.000000000E0,6.135769844E0,8.105771065E0
4.138132962E1,5.237718538E1,4.877990140E0,1.521870242E1,0.000000000E0,0.000000000E0,6.616225243E0,8.575466156E0
4.238283821E1,5.237718579E1,4.877991180E0,1.509187255E1,0.000000000E0,0.000000000E0,6.155523777E0,8.050358772E0
4.338377358E1,5.237718609E1,4.877991910E0,1.502931236E1,0.000000000E0,0.000000000E0,5.908985615E0,7.687830448E0
4.438546129E1,5.237718627E1,4.877992320E0,1.501503063E1,0.000000000E0,0.000000000E0,6.024682999E0,7.765464306E0
4.538275743E1,5.237718641E1,4.877992580E0,1.498829758E1,0.000000000E0,0.000000000E0,6.049037933E0,7.767368317E0
4.638970811E1,5.237718652E1,4.877992730E0,1.496974313E1,0.000000000E0,0.000000000E0,5.955361366E0,7.592875004E0
4.738253977E1,5.237718653E1,4.877992490E0,1.496437191E1,0.000000000E0,0.000000000E0,5.990799904E0,7.660861492E0
4.838613785E1,5.237718674E1,4.877992810E0,1.483943343E1,0.000000000E0,0.000000000E0,6.083760738E0,7.781491756E0
4.938925087E1,5.237718793E1,4.877992990E0,1.512538492E1,2.199999988E-1,1.019999981E1,6.303450108E0,7.860264301E0
5.038640988E1,5.237719328E1,4.877985280E0,1.185304911E1,0.000000000E0,0.000000000E0,6.126991272E0,7.873944283E0
5.138350326E1,5.237719367E1,4.877979790E0,1.278425985E1,0.000000000E0,0.000000000E0,5.951475620E0,7.635797024E0
5.238487352E1,5.237719465E1,4.877976850E0,1.277211353E1,0.000000000E0,0.000000000E0,6.041583538E0,7.640806675E0
5.338328295E1,5.237719502E1,4.877973800E0,1.246254196E1,0.000000000E0,0.000000000E0,5.906826496E0,7.493198872E0
5.438377415E1,5.237719534E1,4.877973490E0,1.223109692E1,0.000000000E0,0.000000000E0,6.142392159E0,7.687009811E0
5.538544925E1,5.237719439E1,4.877975710E0,1.237184394E1,0.000000000E0,0.000000000E0,5.807573795E0,7.428730011E0
5.638307253E1,5.237719399E1,4.877978650E0,1.229292663E1,0.000000000E0,0.000000000E0,5.752316475E0,7.416679859E0
5.738420326E1,5.237719617E1,4.877985670E0,1.071914228E1,0.000000000E0,0.000000000E0,5.604323864E0,7.316841125E0
5.838416899E1,5.237719714E1,4.877988660E0,1.106887683E1,0.000000000E0,0.000000000E0,5.905954838E0,7.747183323E0
5.938429399E1,5.237719781E1,4.877986040E0,1.077804373E1,0.000000000E0,0.000000000E0,5.881111622E0,7.717017651E0
6.038276972E1,5.237719874E1,4.877983290E0,1.098916405E1,0.000000000E0,0.000000000E0,6.187798023E0,8.069189072E0
6.138194888E1,5.237719670E1,4.877985060E0,1.247414755E1,1.899999976E-1,1.721999969E2,6.192211628E0,7.886611938E0
6.238535440E1,5.237719618E1,4.877990530E0,1.203292685E1,0.000000000E0,0.000000000E0,1.105887222E1,8.011240959E0
6.338395383E1,5.237719899E1,4.877991910E0,1.027633982E1,0.000000000E0,0.000000000E0,1.096784878E1,7.851398468E0
6.438375206E1,5.237720013E1,4.877989600E0,1.026889379E1,0.000000000E0,0.000000000E0,1.104834366E1,8.093962669E0
6.538433268E1,5.237720100E1,4.877988510E0,1.037570591E1,0.000000000E0,0.000000000E0,1.110230827E1,8.184539795E0
6.638424732E1,5.237720212E1,4.877988210E0,1.069174735E1,0.000000000E0,0.000000000E0,1.121957779E1,8.403479576E0
6.738311831E1,5.237720175E1,4.877986800E0,1.084354045E1,0.000000000E0,0.000000000E0,1.131210327E1,8.561628342E0
6.838356997E1,5.237720493E1,4.877981720E0,9.690893049E0,0.000000000E0,0.000000000E0,1.148722553E1,8.967082024E0
6.938850268E1,5.237720672E1,4.877981700E0,9.344215873E0,0.000000000E0,0.000000000E0,1.173165798E1,9.465452194E0
7.038363950E1,5.237720718E1,4.877982730E0,8.406656084E0,0.000000000E0,0.000000000E0,1.192143631E1,9.878706932E0
7.138355216E1,5.237720773E1,4.877981930E0,8.755533347E0,0.000000000E0,0.000000000E0,1.208261776E1,1.015454483E1
7.238458367E1,5.237720614E1,4.877978410E0,9.995763437E0,0.000000000E0,0.000000000E0,1.188329601E1,9.558409691E0
7.338440091E1,5.237720520E1,4.877976190E0,1.004025545E1,0.000000000E0,0.000000000E0,1.182659626E1,9.352168083E0
7.438784560E1,5.237720471E1,4.877976090E0,9.996065250E0,0.000000000E0,0.000000000E0,1.168569469E1,9.004430771E0
7.538351820E1,5.237720448E1,4.877975980E0,1.000357219E1,0.000000000E0,0.000000000E0,1.164539051E1,8.881605148E0
7.638443945E1,5.237720484E1,4.877975280E0,9.640535177E0,0.000000000E0,0.000000000E0,1.156154919E1,8.740850449E0
7.738413773E1,5.237720502E1,4.877974940E0,9.634981034E0,0.000000000E0,0.000000000E0,1.153628540E1,8.580882072E0
7.838349330E1,5.237720496E1,4.877974330E0,9.760713017E0,0.000000000E0,0.000000000E0,1.130034542E1,8.013216972E0
