"Time (s)","Illuminance (lx)"
0.000000000E0,4.445550232E2
6.397141800E-2,4.445550232E2
1.306294390E-1,4.428675232E2
1.972900110E-1,4.266675110E2
2.639562090E-1,3.637575073E2
3.306293340E-1,3.435075073E2
3.972882930E-1,3.262275085E2
4.639536570E-1,3.015225220E2
5.306199590E-1,2.961900024E2
5.972850110E-1,2.931525269E2
6.639511570E-1,2.884950256E2
7.306200640E-1,2.716200256E2
7.972845950E-1,2.716200256E2
8.639493860E-1,2.716200256E2
9.306157930E-1,2.844450073E2
9.972818340E-1,2.844450073E2
1.063950220E0,2.844450073E2
1.130613814E0,2.840400085E2
1.197280220E0,2.840400085E2
1.263944647E0,2.840400085E2
1.330611678E0,2.844450073E2
1.397278397E0,2.946375122E2
1.463944230E0,3.025350037E2
1.530615897E0,3.129974976E2
1.597275949E0,3.219750061E2
1.663942459E0,3.330450134E2
1.730608605E0,3.499200134E2
1.797273761E0,3.854925232E2
1.863943293E0,4.320000305E2
1.930604959E0,4.398975220E2
1.997274334E0,4.398975220E2
2.063938189E0,4.398975220E2
2.130606314E0,4.261950073E2
2.197271886E0,4.117500305E2
2.263934439E0,3.939975281E2
2.330603293E0,3.593025208E2
2.397269126E0,3.431025085E2
2.463933761E0,3.277125244E2
2.530602928E0,3.138750000E2
2.597266834E0,3.080700073E2
2.663933293E0,3.042900085E2
2.730598397E0,3.030075073E2
2.797264699E0,2.872125244E2
2.863934126E0,2.872125244E2
2.930595272E0,2.855250244E2
2.997262564E0,2.855250244E2
3.063927876E0,2.855250244E2
3.130596001E0,2.855250244E2
3.197263970E0,2.855250244E2
3.263930376E0,2.884950256E2
3.330592459E0,2.929500122E2
3.397260584E0,3.019275208E2
3.463924126E0,3.153600159E2
3.530590584E0,3.441150208E2
3.597256834E0,3.628800049E2
3.663921522E0,3.902175293E2
3.730587980E0,4.302450256E2
3.797255376E0,4.407075195E2
3.863921001E0,4.515750122E2
3.930583709E0,4.515750122E2
3.997252668E0,4.515750122E2
4.063922459E0,4.417875061E2
4.130586001E0,4.259925232E2
4.197259334E0,3.935925293E2
4.263920584E0,3.829275208E2
4.330582459E0,3.744225159E2
4.397249959E0,3.543750000E2
4.463913709E0,3.543750000E2
4.530582251E0,3.534975281E2
4.597247876E0,3.524850159E2
4.663912564E0,3.426300049E2
4.730579126E0,3.315600281E2
4.797246261E0,3.251475220E2
4.863911209E0,3.109049988E2
4.930580480E0,3.109049988E2
4.997243709E0,3.109049988E2
5.063907720E0,3.144825134E2
5.130577459E0,3.300750122E2
5.197242720E0,3.375000000E2
5.263905793E0,3.447900085E2
5.330573605E0,3.620700073E2
5.397237720E0,3.729375000E2
5.463906209E0,3.889350281E2
5.530575584E0,4.062150269E2
5.597236522E0,4.419900208E2
5.663902876E0,4.522500305E2
5.730568918E0,4.522500305E2
5.797236522E0,4.522500305E2
5.863898761E0,4.434750061E2
5.930567564E0,4.315275269E2
5.997237095E0,4.153275146E2
6.063897564E0,3.799575195E2
