"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.978387043E0,-6.372060013E1,-2.325319862E1,1.329800010E0
1.988387043E0,-6.372060013E1,-2.322879982E1,1.476199985E0
1.998387043E0,-6.368399811E1,-2.319219971E1,1.585999966E0
2.008387043E0,-6.373279953E1,-2.313119888E1,1.744599938E0
2.018387043E0,-6.370839691E1,-2.307019997E1,1.866599917E0
2.028387043E0,-6.374499893E1,-2.302140045E1,2.000799894E0
2.038387043E0,-6.364739990E1,-2.296039963E1,2.098399878E0
2.048387043E0,-6.364739990E1,-2.288719940E1,2.244799852E0
2.058387043E0,-6.363520050E1,-2.287500000E1,2.366800070E0
2.068387043E0,-6.359859848E1,-2.285059929E1,2.549799919E0
2.078387043E0,-6.361079788E1,-2.281399918E1,2.744999886E0
2.088387043E0,-6.358639908E1,-2.282620049E1,2.903599977E0
2.098387043E0,-6.357419968E1,-2.283839989E1,3.159800053E0
2.108387043E0,-6.353759766E1,-2.281399918E1,3.318399906E0
2.118387043E0,-6.351319885E1,-2.282620049E1,3.525799990E0
2.128387043E0,-6.351319885E1,-2.281399918E1,3.781999826E0
2.138387043E0,-6.346439743E1,-2.277739906E1,4.013800144E0
2.148387043E0,-6.345219803E1,-2.274079895E1,4.196799755E0
2.158387043E0,-6.343999863E1,-2.269199944E1,4.355400085E0
2.168387043E0,-6.346439743E1,-2.259440041E1,4.599400043E0
2.178387043E0,-6.343999863E1,-2.249679947E1,4.867799759E0
2.188387043E0,-6.337899780E1,-2.244799995E1,5.184999943E0
2.198387043E0,-6.341559982E1,-2.238699913E1,5.551000118E0
2.208387043E0,-6.336679840E1,-2.235039902E1,5.831599712E0
2.218387043E0,-6.329359818E1,-2.232600021E1,6.136600018E0
2.228387043E0,-6.334239960E1,-2.227719879E1,6.526999950E0
2.238387043E0,-6.328139877E1,-2.224059868E1,6.905200005E0
2.248387043E0,-6.324480057E1,-2.222839928E1,7.258999825E0
2.258387043E0,-6.323259735E1,-2.221619987E1,7.527400017E0
2.268387043E0,-6.326919937E1,-2.215519905E1,7.759199619E0
2.278387043E0,-6.319599915E1,-2.209420013E1,7.966599941E0
2.288387043E0,-6.320819855E1,-2.202099991E1,8.210599899E0
2.298387043E0,-6.322039795E1,-2.195999908E1,8.491199493E0
2.308387043E0,-6.315939713E1,-2.186240005E1,8.625399590E0
2.318387043E0,-6.313499832E1,-2.180139923E1,8.869400024E0
2.328387043E0,-6.306179810E1,-2.175259972E1,9.101200104E0
2.338387043E0,-6.297639847E1,-2.170380020E1,9.320799828E0
2.348387043E0,-6.293980026E1,-2.167939949E1,9.601399422E0
2.358387043E0,-6.292759705E1,-2.164279938E1,9.796599388E0
2.368387043E0,-6.286660004E1,-2.164279938E1,9.955200195E0
2.378387043E0,-6.286660004E1,-2.160619926E1,1.011380005E1
2.388387043E0,-6.279339981E1,-2.164279938E1,1.038220024E1
2.398387043E0,-6.272019958E1,-2.161839867E1,1.052859974E1
2.408387043E0,-6.267139816E1,-2.153299904E1,1.065059948E1
2.418387043E0,-6.258599854E1,-2.149639893E1,1.080919933E1
2.428387043E0,-6.246399689E1,-2.148419952E1,1.096780014E1
2.438387043E0,-6.240299988E1,-2.145979881E1,1.112639999E1
2.448387043E0,-6.231760025E1,-2.139879990E1,1.124839973E1
2.458387043E0,-6.198819733E1,-2.136219978E1,1.135820007E1
2.468387043E0,-6.197599792E1,-2.125239944E1,1.151679993E1
2.478387043E0,-6.198819733E1,-2.119140053E1,1.161439991E1
2.488387043E0,-6.198819733E1,-2.113039970E1,1.179739952E1
2.498387043E0,-6.204919815E1,-2.104500008E1,1.194379997E1
2.508387043E0,-6.209799957E1,-2.078879929E1,1.177299976E1
2.518387043E0,-6.212239838E1,-2.072780037E1,1.184619999E1
2.528387043E0,-6.218339920E1,-2.069120026E1,1.201700020E1
2.538387043E0,-6.245179749E1,-2.063019943E1,1.212679958E1
2.548387043E0,-6.241519928E1,-2.060579872E1,1.224879932E1
2.558387043E0,-6.234199905E1,-2.052039909E1,1.227320004E1
2.568387043E0,-6.228099823E1,-2.052039909E1,1.240740013E1
2.578387043E0,-6.218339920E1,-2.049600029E1,1.243179989E1
2.588387043E0,-6.217119980E1,-2.061800003E1,1.274899960E1
2.598387043E0,-6.214679718E1,-2.059359932E1,1.293200016E1
2.608387043E0,-6.209799957E1,-2.056920052E1,1.306619930E1
2.618387043E0,-6.203699875E1,-2.054479980E1,1.317599964E1
2.628387043E0,-6.204919815E1,-2.052039909E1,1.327359962E1
2.638387043E0,-6.204919815E1,-2.061800003E1,1.351760006E1
2.648387043E0,-6.213459778E1,-2.063019943E1,1.359079933E1
2.658387043E0,-6.215900040E1,-2.063019943E1,1.368839931E1
2.668387043E0,-6.209799957E1,-2.059359932E1,1.382259941E1
2.678387043E0,-6.208580017E1,-2.059359932E1,1.388359928E1
2.688387043E0,-6.207359695E1,-2.058139992E1,1.393239975E1
2.698387043E0,-6.208580017E1,-2.055699921E1,1.395679951E1
2.708387043E0,-6.206139755E1,-2.058139992E1,1.399339962E1
2.718387043E0,-6.206139755E1,-2.056920052E1,1.405439949E1
2.728387043E0,-6.200040054E1,-2.053260040E1,1.406659985E1
2.738387043E0,-6.202479935E1,-2.058139992E1,1.406659985E1
2.748387043E0,-6.206139755E1,-2.059359932E1,1.405439949E1
2.758387043E0,-6.206139755E1,-2.059359932E1,1.404220009E1
2.768387043E0,-6.206139755E1,-2.059359932E1,1.399339962E1
2.778387043E0,-6.204919815E1,-2.063019943E1,1.401779938E1
2.788387043E0,-6.208580017E1,-2.060579872E1,1.394460011E1
2.798387043E0,-6.207359695E1,-2.060579872E1,1.392019939E1
2.808387043E0,-6.204919815E1,-2.064239883E1,1.390799999E1
2.818387043E0,-6.204919815E1,-2.059359932E1,1.396899986E1
2.828387043E0,-6.203699875E1,-2.065460014E1,1.398119926E1
