"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.488319000E-2,1.365180016E1,-4.111399841E1,-7.356599808E0
8.488319000E-2,1.501819992E1,-4.122380066E1,-7.478600025E0
9.488319000E-2,1.454239941E1,-4.122380066E1,-7.649399757E0
1.048831900E-1,1.440819931E1,-4.112619781E1,-7.734799862E0
1.148831900E-1,1.429839993E1,-4.111399841E1,-7.868999958E0
1.248831900E-1,1.421299934E1,-4.110179901E1,-7.990999699E0
1.348831900E-1,1.417640018E1,-4.105299759E1,-8.100799561E0
1.448831900E-1,1.406659985E1,-4.104079819E1,-8.247200012E0
1.548831900E-1,1.405439949E1,-4.102859879E1,-8.430199623E0
1.648831900E-1,1.368839931E1,-4.096759796E1,-8.637599945E0
1.748831900E-1,1.356639957E1,-4.089439774E1,-8.771800041E0
1.848831900E-1,1.352979946E1,-4.095539856E1,-8.930399895E0
1.948831900E-1,1.338339996E1,-4.094319916E1,-9.076799393E0
2.048831900E-1,1.320039940E1,-4.096759796E1,-9.149999619E0
2.148831900E-1,1.307839966E1,-4.101639938E1,-9.174399376E0
2.248831900E-1,1.306619930E1,-4.099200058E1,-9.174399376E0
2.348831900E-1,1.299300003E1,-4.063819885E1,-9.735599518E0
2.448831900E-1,1.300519943E1,-4.066259766E1,-9.711199760E0
2.548831900E-1,1.312720013E1,-4.076020050E1,-9.711199760E0
2.648831900E-1,1.310279942E1,-4.068700027E1,-9.686800003E0
2.748831900E-1,1.321259975E1,-4.067480087E1,-9.625800133E0
2.848831900E-1,1.334679985E1,-4.061380005E1,-9.552599907E0
2.948831900E-1,1.346879959E1,-4.052840042E1,-9.503799438E0
3.048831900E-1,1.356639957E1,-4.054059982E1,-9.430600166E0
3.148831900E-1,1.362739944E1,-4.088219833E1,-8.930399895E0
3.248831900E-1,1.368839931E1,-4.086999893E1,-8.893799782E0
3.348831900E-1,1.373719978E1,-4.078459930E1,-8.893799782E0
3.448831900E-1,1.370059967E1,-4.076020050E1,-8.881599426E0
3.548831900E-1,1.365180016E1,-4.078459930E1,-8.869400024E0
3.648831900E-1,1.366399956E1,-4.083340073E1,-8.930399895E0
3.748831900E-1,1.356639957E1,-4.089439774E1,-8.967000008E0
3.848831900E-1,1.344439983E1,-4.097979736E1,-8.979199409E0
3.948831900E-1,1.331019974E1,-4.101639938E1,-8.967000008E0
4.048831900E-1,1.313939953E1,-4.101639938E1,-8.967000008E0
4.148831900E-1,1.287099934E1,-4.111399841E1,-8.930399895E0
4.248831900E-1,1.261479950E1,-4.121159744E1,-8.942600250E0
4.348831900E-1,1.244399929E1,-4.128479767E1,-8.942600250E0
4.448831900E-1,1.223659992E1,-4.129700089E1,-8.881599426E0
4.548831900E-1,1.200479984E1,-4.138240051E1,-8.845000267E0
4.648831900E-1,1.185839939E1,-4.139459991E1,-8.832799911E0
4.748831900E-1,1.185839939E1,-4.138240051E1,-8.808400154E0
4.848831900E-1,1.179739952E1,-4.144339752E1,-8.771800041E0
4.948831900E-1,1.179739952E1,-4.144339752E1,-8.735199928E0
5.048831900E-1,1.190719986E1,-4.144339752E1,-8.783999443E0
5.148831900E-1,1.184619999E1,-4.143119812E1,-8.808400154E0
5.248831900E-1,1.176079941E1,-4.145560074E1,-8.845000267E0
5.348831900E-1,1.172420025E1,-4.147999954E1,-8.918199539E0
5.448831900E-1,1.161439991E1,-4.146780014E1,-8.991399765E0
5.548831900E-1,1.137039948E1,-4.154100037E1,-9.064599991E0
5.648831900E-1,1.121179962E1,-4.154100037E1,-9.198800087E0
5.748831900E-1,1.116300011E1,-4.154100037E1,-9.308599472E0
5.848831900E-1,1.106540012E1,-4.157759857E1,-9.381799698E0
5.948831900E-1,1.134599972E1,-4.155319977E1,-9.442799568E0
6.048831900E-1,1.141919994E1,-4.152880096E1,-9.491600037E0
6.148831900E-1,1.148019981E1,-4.143119812E1,-9.552599907E0
6.248831900E-1,1.159000015E1,-4.138240051E1,-9.613599777E0
6.348831900E-1,1.182180023E1,-4.133359909E1,-9.662400246E0
6.448831900E-1,1.196819973E1,-4.104079819E1,-9.967399597E0
6.548831900E-1,1.206579971E1,-4.100419998E1,-9.955200195E0
6.648831900E-1,1.224879932E1,-4.093099976E1,-9.991799355E0
6.748831900E-1,1.215119934E1,-4.090660095E1,-1.000399971E1
6.848831900E-1,1.233419991E1,-4.083340073E1,-9.967399597E0
6.948831900E-1,1.257819939E1,-4.082119751E1,-9.906399727E0
7.048831900E-1,1.289540005E1,-4.078459930E1,-9.821000099E0
7.148831900E-1,1.311499977E1,-4.065039825E1,-9.747799873E0
7.248831900E-1,1.338339996E1,-4.080899811E1,-9.369600296E0
7.348831900E-1,1.374940014E1,-4.068700027E1,-9.320799828E0
7.448831900E-1,1.404220009E1,-4.062599945E1,-9.149999619E0
7.548831900E-1,1.437160015E1,-4.013800049E1,-9.528200150E0
7.648831900E-1,1.470099926E1,-4.007699966E1,-9.503799438E0
7.748831900E-1,1.503039932E1,-4.000379944E1,-9.406199455E0
7.848831900E-1,1.522559929E1,-3.986959839E1,-9.333000183E0
7.948831900E-1,1.554279995E1,-3.980859756E1,-9.149999619E0
8.048831900E-1,1.587220001E1,-3.974760056E1,-9.015799522E0
8.148831900E-1,1.605520058E1,-3.967440033E1,-8.991399765E0
8.248831900E-1,1.631139946E1,-3.963779831E1,-8.979199409E0
8.348831900E-1,1.650659943E1,-3.994279861E1,-8.393599510E0
8.448831900E-1,1.666519928E1,-3.986959839E1,-8.259399414E0
8.548831900E-1,1.677499962E1,-3.979639816E1,-8.173999786E0
8.648831900E-1,1.694579887E1,-3.979639816E1,-8.088600159E0
8.748831900E-1,1.705559921E1,-3.978419876E1,-7.990999699E0
8.848831900E-1,1.711660004E1,-3.973539734E1,-7.807999611E0
8.948831900E-1,1.723859978E1,-3.971099854E1,-7.649399757E0
9.048831900E-1,1.728739929E1,-3.960120010E1,-7.381000042E0
9.148831900E-1,1.732399940E1,-3.955239868E1,-7.173599720E0
9.248831900E-1,1.742160034E1,-3.951580048E1,-7.039400101E0
9.348831900E-1,1.756799889E1,-3.950360107E1,-6.844199657E0
9.448831900E-1,1.764119911E1,-3.945479965E1,-6.624599934E0
9.548831900E-1,1.772659874E1,-3.938159943E1,-6.429399967E0
9.648831900E-1,1.786079979E1,-3.940599823E1,-6.258599758E0
9.748831900E-1,1.795839882E1,-3.935720062E1,-6.026799679E0
9.848831900E-1,1.805599976E1,-3.940599823E1,-5.843800068E0
9.948831900E-1,1.819019890E1,-3.939379883E1,-5.709599972E0
1.004883190E0,1.833659935E1,-3.935720062E1,-5.477799892E0
1.014883190E0,1.844639969E1,-3.932059860E1,-5.343599796E0
1.024883190E0,1.866600037E1,-3.924739838E1,-5.148399830E0
1.034883190E0,1.895879936E1,-3.918639755E1,-5.062999725E0
1.044883190E0,1.919059944E1,-3.904000092E1,-5.014199734E0
1.054883190E0,1.941020012E1,-3.893019867E1,-4.940999985E0
1.064883190E0,1.973959923E1,-3.878379822E1,-4.916599751E0
1.074883190E0,2.000799942E1,-3.866180038E1,-4.953199863E0
1.084883190E0,2.015439987E1,-3.855199814E1,-5.172800064E0
1.094883190E0,2.030080032E1,-3.841780090E1,-5.270400047E0
1.104883190E0,2.027639961E1,-3.832019806E1,-5.502200127E0
1.114883190E0,2.038619995E1,-3.825920105E1,-5.770599842E0
1.124883190E0,2.038619995E1,-3.817379761E1,-6.026799679E0
1.134883190E0,2.031299973E1,-3.814939880E1,-6.282999992E0
1.144883190E0,2.017879868E1,-3.806399918E1,-6.551399708E0
1.154883190E0,2.021539879E1,-3.803960037E1,-6.783199787E0
1.164883190E0,2.037400055E1,-3.766139984E1,-7.258999825E0
1.174883190E0,2.043499947E1,-3.758819962E1,-7.381000042E0
1.184883190E0,2.063019943E1,-3.749060059E1,-7.417599678E0
1.194883190E0,2.069120026E1,-3.734420013E1,-7.381000042E0
1.204883190E0,2.091079903E1,-3.724660110E1,-7.344399929E0
1.214883190E0,2.125239944E1,-3.710020065E1,-7.210199833E0
1.224883190E0,2.161839867E1,-3.701480103E1,-7.051599979E0
1.234883190E0,2.178919983E1,-3.690499878E1,-6.831999779E0
1.244883190E0,2.195999908E1,-3.707579803E1,-6.124399662E0
1.254883190E0,2.219179916E1,-3.703919983E1,-5.795000076E0
1.264883190E0,2.242359924E1,-3.696599960E1,-5.441199780E0
1.274883190E0,2.252120018E1,-3.659999847E1,-5.587599754E0
1.284883190E0,2.265539932E1,-3.658779907E1,-5.160599709E0
1.294883190E0,2.280179977E1,-3.659999847E1,-4.770199776E0
1.304883190E0,2.286279869E1,-3.653899765E1,-4.391999722E0
1.314883190E0,2.299699974E1,-3.650239944E1,-4.013800144E0
1.324883190E0,2.311899948E1,-3.652679825E1,-3.684399843E0
1.334883190E0,2.319219971E1,-3.655120087E1,-3.330600023E0
1.344883190E0,2.316779900E1,-3.663660049E1,-3.098799944E0
1.354883190E0,2.321660042E1,-3.702700043E1,-2.317999840E0
1.364883190E0,2.322879982E1,-3.707579803E1,-2.098399878E0
1.374883190E0,2.318000031E1,-3.707579803E1,-1.866599917E0
1.384883190E0,2.310680008E1,-3.713679886E1,-1.622599959E0
1.394883190E0,2.307019997E1,-3.718560028E1,-1.415199995E0
1.404883190E0,2.299699974E1,-3.723439789E1,-1.183400035E0
1.414883190E0,2.293599892E1,-3.722219849E1,-1.110199928E0
1.424883190E0,2.300919914E1,-3.722219849E1,-8.661999702E-1
1.434883190E0,2.303359985E1,-3.719779968E1,-6.344000101E-1
1.444883190E0,2.302140045E1,-3.719779968E1,-3.903999925E-1
1.454883190E0,2.298480034E1,-3.724660110E1,-1.708000004E-1
1.464883190E0,2.299699974E1,-3.727099991E1,3.660000116E-2
1.474883190E0,2.298480034E1,-3.727099991E1,2.073999941E-1
1.484883190E0,2.299699974E1,-3.729539871E1,3.172000051E-1
1.494883190E0,2.302140045E1,-3.731979752E1,5.733999610E-1
1.504883190E0,2.299699974E1,-3.734420013E1,8.051999807E-1
1.514883190E0,2.291160011E1,-3.740520096E1,1.061399937E0
1.524883190E0,2.285059929E1,-3.750279999E1,1.293200016E0
1.534883190E0,2.280179977E1,-3.756380081E1,1.549399972E0
1.544883190E0,2.274079895E1,-3.766139984E1,1.805599928E0
1.554883190E0,2.261879921E1,-3.774679947E1,2.098399878E0
1.564883190E0,2.250899887E1,-3.788100052E1,2.427799940E0
1.574883190E0,2.243579865E1,-3.799079895E1,2.757200003E0
1.584883190E0,2.233819962E1,-3.807619858E1,3.025599957E0
1.594883190E0,2.224059868E1,-3.816159821E1,3.269599915E0
1.604883190E0,2.209420013E1,-3.817379761E1,3.586799860E0
1.614883190E0,2.193560028E1,-3.828359985E1,3.879599810E0
1.624883190E0,2.180139923E1,-3.835680008E1,4.209000111E0
1.634883190E0,2.187459946E1,-3.845439911E1,4.599400043E0
1.644883190E0,2.174040031E1,-3.846659851E1,4.855599880E0
1.654883190E0,2.154520035E1,-3.853979874E1,5.050799847E0
1.664883190E0,2.133779907E1,-3.863739777E1,5.184999943E0
1.674883190E0,2.119140053E1,-3.873500061E1,5.331399918E0
1.684883190E0,2.108160019E1,-3.851539993E1,4.928800106E0
1.694883190E0,2.095960045E1,-3.855199814E1,4.867799759E0
1.704883190E0,2.084980011E1,-3.857640076E1,4.867799759E0
1.714883190E0,2.063019943E1,-3.858860016E1,4.757999897E0
1.724883190E0,2.055699921E1,-3.863739777E1,4.697000027E0
1.734883190E0,2.054479980E1,-3.866180038E1,4.599400043E0
1.744883190E0,2.049600029E1,-3.869839859E1,4.501800060E0
1.754883190E0,2.052039909E1,-3.871059799E1,4.330999851E0
1.764883190E0,2.052039909E1,-3.902779770E1,4.574999809E0
1.774883190E0,2.052039909E1,-3.901559830E1,4.465199947E0
1.784883190E0,2.047159958E1,-3.904000092E1,4.233399868E0
1.794883190E0,2.043499947E1,-3.907659912E1,3.940599918E0
1.804883190E0,2.038619995E1,-3.912540054E1,3.684399843E0
1.814883190E0,2.043499947E1,-3.907659912E1,3.342799902E0
1.824883190E0,2.043499947E1,-3.906439972E1,3.025599957E0
1.834883190E0,2.044719887E1,-3.902779770E1,2.720599890E0
1.844883190E0,2.049600029E1,-3.896680069E1,2.354599953E0
1.854883190E0,2.060579872E1,-3.895459747E1,1.976400018E0
1.864883190E0,2.070339966E1,-3.886919785E1,1.622599959E0
1.874883190E0,2.077659988E1,-3.877159882E1,1.256600022E0
1.884883190E0,2.097179985E1,-3.863739777E1,9.149999619E-1
1.894883190E0,2.108160019E1,-3.857640076E1,5.611999631E-1
1.904883190E0,2.127680016E1,-3.850320053E1,1.708000004E-1
1.914883190E0,2.144759941E1,-3.836899948E1,-1.951999962E-1
1.924883190E0,2.165499878E1,-3.824699783E1,-4.635999799E-1
1.934883190E0,2.188679886E1,-3.806399918E1,-7.319999933E-1
1.944883190E0,2.221619987E1,-3.796640015E1,-1.049199939E0
1.954883190E0,2.242359924E1,-3.780780029E1,-1.329800010E0
1.964883190E0,2.260659981E1,-3.763700104E1,-1.610399961E0
1.974883190E0,2.283839989E1,-3.742959976E1,-1.866599917E0
1.984883190E0,2.311899948E1,-3.722219849E1,-2.098399878E0
1.994883190E0,2.342399979E1,-3.708799744E1,-2.330199957E0
2.004883190E0,2.365579987E1,-3.691719818E1,-2.562000036E0
2.014883190E0,2.396080017E1,-3.672200012E1,-2.805999994E0
2.024883190E0,2.422920036E1,-3.650239944E1,-3.013399839E0
2.034883190E0,2.460739899E1,-3.631940079E1,-3.159800053E0
2.044883190E0,2.493680000E1,-3.614859772E1,-3.281800032E0
2.054883190E0,2.520520020E1,-3.591679764E1,-3.220799923E0
2.064883190E0,2.547360039E1,-3.568499756E1,-3.257400036E0
2.074883190E0,2.575419998E1,-3.546540070E1,-3.306200027E0
2.084883190E0,2.596159935E1,-3.530680084E1,-3.330600023E0
2.094883190E0,2.608359909E1,-3.523360062E1,-3.318399906E0
2.104883190E0,2.621780014E1,-3.517259979E1,-3.318399906E0
2.114883190E0,2.614459991E1,-3.511159897E1,-3.342799902E0
2.124883190E0,2.605920029E1,-3.513599777E1,-3.403800011E0
2.134883190E0,2.587619972E1,-3.523360062E1,-3.550199986E0
2.144883190E0,2.565659904E1,-3.539220047E1,-3.611199856E0
2.154883190E0,2.551019859E1,-3.561180115E1,-3.623399973E0
2.164883190E0,2.529059982E1,-3.583139801E1,-3.696599960E0
2.174883190E0,2.493680000E1,-3.603879929E1,-3.781999826E0
2.184883190E0,2.452199936E1,-3.620959854E1,-3.818599939E0
2.194883190E0,2.426580048E1,-3.644139862E1,-3.794199944E0
2.204883190E0,2.397299957E1,-3.666099930E1,-3.757599831E0
2.214883190E0,2.370459938E1,-3.686840057E1,-3.708799839E0
2.224883190E0,2.342399979E1,-3.705139923E1,-3.562399864E0
2.234883190E0,2.293599892E1,-3.722219849E1,-3.452600002E0
2.244883190E0,2.252120018E1,-3.745399857E1,-3.233000040E0
2.254883190E0,2.215519905E1,-3.774679947E1,-2.793799877E0
2.264883190E0,2.180139923E1,-3.807619858E1,-2.378999949E0
2.274883190E0,2.135000038E1,-3.841780090E1,-1.927599907E0
2.284883190E0,2.087419891E1,-3.864960098E1,-1.439599991E0
2.294883190E0,2.043499947E1,-3.900339890E1,-8.417999744E-1
2.304883190E0,1.987380028E1,-3.901559830E1,-8.417999744E-1
2.314883190E0,1.936139870E1,-3.933279800E1,-3.294000030E-1
2.324883190E0,1.889780045E1,-3.961339951E1,1.219999939E-1
2.334883190E0,1.850740051E1,-3.983300018E1,4.269999862E-1
2.344883190E0,1.805599976E1,-4.004039764E1,6.710000038E-1
2.354883190E0,1.776319885E1,-4.023559952E1,8.661999702E-1
2.364883190E0,1.754360008E1,-4.040639877E1,1.012599945E0
2.374883190E0,1.734840012E1,-4.049179840E1,1.000399947E0
2.384883190E0,1.723859978E1,-4.083340073E1,1.500599980E0
2.394883190E0,1.733619881E1,-4.085779953E1,1.524999976E0
2.404883190E0,1.742160034E1,-4.085779953E1,1.524999976E0
2.414883190E0,1.749480057E1,-4.077239990E1,1.537199974E0
2.424883190E0,1.766559982E1,-4.073579788E1,1.512799978E0
2.434883190E0,1.782419968E1,-4.058939743E1,1.500599980E0
2.444883190E0,1.801939964E1,-4.050399780E1,1.500599980E0
2.454883190E0,1.820240021E1,-4.043079758E1,1.524999976E0
2.464883190E0,1.842199898E1,-4.039419937E1,1.537199974E0
2.474883190E0,1.850740051E1,-4.032099915E1,1.439599991E0
2.484883190E0,1.867819977E1,-4.021120071E1,1.293200016E0
2.494883190E0,1.888559914E1,-4.013800049E1,1.036999941E0
2.504883190E0,1.903199959E1,-4.002819824E1,8.295999765E-1
2.514883190E0,1.911739922E1,-4.000379944E1,5.856000185E-1
2.524883190E0,1.923939896E1,-3.991839981E1,3.537999988E-1
2.534883190E0,1.934919930E1,-3.979639816E1,0.000000000E0
2.544883190E0,1.944680023E1,-3.971099854E1,-3.903999925E-1
2.554883190E0,1.953219986E1,-3.962559891E1,-6.953999996E-1
2.564883190E0,1.954439926E1,-3.961339951E1,-1.061399937E0
2.574883190E0,1.958099937E1,-3.956459808E1,-1.268800020E0
2.584883190E0,1.961759949E1,-3.947919846E1,-1.427399993E0
2.594883190E0,1.964200020E1,-3.941819763E1,-1.537199974E0
2.604883190E0,1.970299911E1,-3.941819763E1,-1.659199953E0
2.614883190E0,1.981279945E1,-3.944260025E1,-1.622599959E0
2.624883190E0,1.981279945E1,-3.940599823E1,-1.378600001E0
2.634883190E0,1.980060005E1,-3.938159943E1,-1.195600033E0
2.644883190E0,1.980060005E1,-3.941819763E1,-8.539999723E-1
2.654883190E0,1.973959923E1,-3.949139786E1,-5.367999673E-1
2.664883190E0,1.976399994E1,-3.963779831E1,-1.586000025E-1
2.674883190E0,1.966639900E1,-3.974760056E1,1.829999983E-1
2.684883190E0,1.945899963E1,-3.984519958E1,5.611999631E-1
2.694883190E0,1.921500015E1,-3.996719742E1,1.000399947E0
2.704883190E0,1.900759888E1,-4.015019989E1,1.268800020E0
2.714883190E0,1.875139999E1,-3.997940063E1,1.146799922E0
2.724883190E0,1.851959991E1,-4.008919907E1,1.439599991E0
2.734883190E0,1.828779984E1,-4.019899750E1,1.683599949E0
2.744883190E0,1.792179871E1,-4.029660034E1,1.878799915E0
2.754883190E0,1.770219994E1,-4.041859818E1,2.110599995E0
2.764883190E0,1.751919937E1,-4.055279922E1,2.330199957E0
2.774883190E0,1.729960060E1,-4.066259766E1,2.476599932E0
2.784883190E0,1.714099884E1,-4.068700027E1,2.622999907E0
2.794883190E0,1.698239899E1,-4.110179901E1,3.220799923E0
2.804883190E0,1.679940033E1,-4.117499924E1,3.281800032E0
2.814883190E0,1.664080048E1,-4.121159744E1,3.233000040E0
2.824883190E0,1.654319954E1,-4.094319916E1,2.671799898E0
2.834883190E0,1.638459969E1,-4.097979736E1,2.464400053E0
2.844883190E0,1.618939972E1,-4.097979736E1,2.208199978E0
2.854883190E0,1.600639915E1,-4.099200058E1,1.878799915E0
2.864883190E0,1.592099953E1,-4.108959961E1,1.549399972E0
2.874883190E0,1.579899979E1,-4.110179901E1,1.158999920E0
2.884883190E0,1.562819958E1,-4.112619781E1,7.197999954E-1
2.894883190E0,1.554279995E1,-4.115060043E1,3.416000009E-1
2.904883190E0,1.546959972E1,-4.145560074E1,4.147999883E-1
2.914883190E0,1.546959972E1,-4.146780014E1,6.099999696E-2
2.924883190E0,1.551839924E1,-4.145560074E1,-2.805999815E-1
2.934883190E0,1.559159946E1,-4.144339752E1,-6.588000059E-1
2.944883190E0,1.561599922E1,-4.139459991E1,-1.012599945E0
2.954883190E0,1.568919945E1,-4.135799789E1,-1.281000018E0
2.964883190E0,1.588439941E1,-4.132139969E1,-1.512799978E0
2.974883190E0,1.601860046E1,-4.121159744E1,-1.732399940E0
2.984883190E0,1.616499901E1,-4.113840103E1,-1.915399909E0
2.994883190E0,1.637240028E1,-4.101639938E1,-2.183799982E0
3.004883190E0,1.659199905E1,-4.090660095E1,-2.293599844E0
3.014883190E0,1.683600044E1,-4.077239990E1,-2.427799940E0
3.024883190E0,1.710439873E1,-4.065039825E1,-2.598599911E0
3.034883190E0,1.748259926E1,-4.045520020E1,-2.720599890E0
3.044883190E0,1.779979897E1,-4.025999832E1,-2.879199982E0
3.054883190E0,1.819019890E1,-4.012580109E1,-3.025599957E0
3.064883190E0,1.861719894E1,-3.993059921E1,-3.208600044E0
3.074883190E0,1.897099876E1,-3.971099854E1,-3.293999910E0
3.084883190E0,1.927599907E1,-3.949139786E1,-3.489199877E0
3.094883190E0,1.972739983E1,-3.923519897E1,-3.574599981E0
3.104883190E0,2.009339905E1,-3.897900009E1,-3.647799969E0
3.114883190E0,2.043499947E1,-3.873500061E1,-3.745399952E0
3.124883190E0,2.082539940E1,-3.845439911E1,-3.794199944E0
3.134883190E0,2.133779907E1,-3.818600082E1,-3.818599939E0
3.144883190E0,2.166720009E1,-3.797859955E1,-3.769799948E0
3.154883190E0,2.194779968E1,-3.780780029E1,-3.708799839E0
3.164883190E0,2.226499939E1,-3.768579865E1,-3.672199965E0
3.174883190E0,2.247239876E1,-3.753939819E1,-3.720999956E0
3.184883190E0,2.278960037E1,-3.744179916E1,-3.684399843E0
3.194883190E0,2.297259903E1,-3.735639954E1,-3.757599831E0
3.204883190E0,2.313119888E1,-3.734420013E1,-3.708799839E0
3.214883190E0,2.302140045E1,-3.728319931E1,-3.708799839E0
3.224883190E0,2.303359985E1,-3.724660110E1,-3.684399843E0
3.234883190E0,2.313119888E1,-3.680739975E1,-4.123600006E0
3.244883190E0,2.318000031E1,-3.674639893E1,-4.026000023E0
3.254883190E0,2.315559959E1,-3.674639893E1,-3.952800035E0
3.264883190E0,2.303359985E1,-3.670980072E1,-3.818599939E0
3.274883190E0,2.302140045E1,-3.670980072E1,-3.696599960E0
3.284883190E0,2.292379951E1,-3.668539810E1,-3.525799990E0
3.294883190E0,2.286279869E1,-3.679520035E1,-3.318399906E0
