"Time (s)","Illuminance (lx)"
0.000000000E0,8.325180664E3
5.775380600E-2,8.934772461E3
1.243972440E-1,9.344160156E3
1.910707330E-1,9.344160156E3
2.577205250E-1,9.344160156E3
3.243923480E-1,7.950083008E3
3.910863060E-1,6.111720215E3
4.577248480E-1,4.269510254E3
5.243906810E-1,2.930715088E3
5.910594310E-1,2.446470215E3
6.577216190E-1,1.928137573E3
7.243903690E-1,1.504035034E3
7.910550560E-1,1.104030029E3
8.577197440E-1,1.104030029E3
9.243961500E-1,1.104030029E3
9.910645350E-1,1.117935059E3
1.057721619E0,1.171867554E3
1.124386150E0,1.237747559E3
1.191052348E0,1.330695068E3
1.257716723E0,1.644165039E3
1.324380889E0,1.789560059E3
1.391072816E0,1.965465088E3
1.457722139E0,2.316195068E3
1.524380733E0,2.316195068E3
1.591046098E0,2.316195068E3
1.657718077E0,2.112142578E3
1.724379639E0,1.591245117E3
1.791079066E0,1.388880005E3
1.857715056E0,1.257592529E3
1.924376827E0,1.238152588E3
1.991042660E0,1.238152588E3
2.057713077E0,1.238152588E3
2.124376306E0,1.266975098E3
2.191041671E0,1.362892578E3
2.257707660E0,1.440517578E3
2.324380160E0,1.506397583E3
2.391059431E0,1.634310059E3
2.457704223E0,1.705725098E3
2.524372660E0,1.705725098E3
2.591036931E0,1.705725098E3
2.657710160E0,1.580377563E3
2.724379327E0,1.377202515E3
2.791059327E0,1.250775024E3
2.857706306E0,1.153710083E3
2.924366410E0,1.130489990E3
2.991041827E0,1.130489990E3
3.057701306E0,1.130489990E3
3.124369431E0,1.139467529E3
3.191057244E0,1.145002563E3
3.257696983E0,1.162282593E3
3.324363806E0,1.263127563E3
3.391030264E0,1.340077515E3
3.457698494E0,1.437345093E3
3.524367452E0,1.573155029E3
3.591032348E0,1.661647583E3
3.657693702E0,1.661647583E3
3.724358181E0,1.661647583E3
3.791026150E0,1.340077515E3
3.857699014E0,1.265895020E3
3.924360994E0,1.236262573E3
3.991024639E0,1.236262573E3
4.057689535E0,1.236262573E3
4.124357139E0,1.244160034E3
4.191055994E0,1.244970093E3
4.257699483E0,1.280407593E3
4.324352608E0,1.324080078E3
4.391021150E0,1.355467529E3
4.457687556E0,1.410210083E3
4.524353910E0,1.454557617E3
4.591047764E0,1.454557617E3
4.657683806E0,1.454557617E3
4.724350577E0,1.452667603E3
4.791019066E0,1.384830078E3
4.857702660E0,1.330290039E3
4.924345577E0,1.244160034E3
4.991014223E0,1.203390015E3
5.057678650E0,1.203390015E3
5.124350785E0,1.203390015E3
5.191037556E0,1.262452515E3
5.257688285E0,1.281015015E3
5.324343806E0,1.312605103E3
5.391013910E0,1.411087524E3
5.457682452E0,1.472040039E3
5.524342035E0,1.542645020E3
5.591031566E0,1.645852539E3
5.657673389E0,1.645852539E3
5.724339639E0,1.645852539E3
5.791005681E0,1.427287598E3
5.857681306E0,1.109160034E3
5.924339952E0,1.026675049E3
5.991043494E0,9.836100464E2
6.057674327E0,9.836100464E2
6.124337139E0,9.836100464E2
6.191009535E0,1.007707520E3
6.257685681E0,1.030050049E3
6.324336723E0,1.069065063E3
6.391000577E0,1.099980103E3
6.457667973E0,1.132380005E3
6.524323389E0,1.171867554E3
6.591017556E0,1.306395020E3
6.657694014E0,1.356952515E3
6.724329952E0,1.356952515E3
6.790997452E0,1.356952515E3
6.857667660E0,1.216215088E3
6.924325160E0,1.108282593E3
6.991024952E0,1.007910034E3
7.057660994E0,8.596800537E2
7.124326306E0,8.596800537E2
7.190993598E0,8.596800537E2
7.257660264E0,8.620425415E2
7.324326566E0,8.765550537E2
7.391025577E0,8.940375366E2
7.457670733E0,9.247500610E2
7.524321410E0,1.008517517E3
7.590995681E0,1.041592529E3
7.657679431E0,1.072710083E3
7.724319535E0,1.072710083E3
7.790986410E0,1.072710083E3
7.857652244E0,1.057387573E3
7.924317764E0,8.855325317E2
7.991020733E0,8.315325317E2
8.057682869E0,8.072325439E2
8.124317452E0,8.066250610E2
8.190984066E0,8.066250610E2
8.257646514E0,8.072325439E2
8.324313494E0,8.079075317E2
8.391012348E0,8.200575562E2
8.457647764E0,8.364600220E2
8.524311202E0,8.588700562E2
8.590982348E0,8.831700439E2
8.657680473E0,9.202275391E2
8.724311723E0,9.409500122E2
8.790999119E0,9.409500122E2
8.857649900E0,9.409500122E2
8.924305994E0,9.040275269E2
8.990989327E0,8.784450073E2
9.057675577E0,8.784450073E2
9.124301827E0,8.784450073E2
